Date,High,Low,sigma2
2007-11-16,1462.18,1443.99,0.000238
2007-11-19,1456.70,1430.42,0.000214
2007-11-20,1452.64,1419.28,0.000258
2007-11-21,1436.40,1415.64,0.000234
2007-11-23,1440.86,1417.62,0.000272
2007-11-26,1446.09,1406.10,0.000230
2007-11-27,1429.49,1407.43,0.000301
2007-11-28,1471.62,1432.95,0.000257
2007-11-29,1473.81,1458.36,0.000219
2007-11-30,1488.94,1470.89,0.000206
2007-12-03,1481.16,1470.08,0.000181
2007-12-04,1471.34,1460.66,0.000185
2007-12-05,1486.09,1465.22,0.000191
2007-12-06,1508.02,1482.19,0.000162
2007-12-07,1510.63,1502.66,0.000137
2007-12-10,1518.27,1504.96,0.000134
2007-12-11,1523.57,1475.99,0.000117
2007-12-12,1511.96,1468.23,0.000188
2007-12-13,1489.40,1469.21,0.000168
2007-12-14,1486.67,1467.78,0.000157
2007-12-17,1465.05,1445.43,0.000185
2007-12-18,1460.16,1435.65,0.000218
2007-12-19,1464.42,1445.31,0.000195
2007-12-20,1461.53,1447.22,0.000187
2007-12-21,1485.40,1463.19,0.000168
2007-12-24,1497.63,1484.55,0.000142
2007-12-26,1498.85,1488.20,0.000124
2007-12-27,1495.05,1475.86,0.000117
2007-12-28,1488.01,1471.70,0.000145
2007-12-31,1475.83,1465.13,0.000135
2008-01-02,1471.77,1442.07,0.000143
2008-01-04,1444.01,1411.19,0.000172
2008-01-07,1423.87,1403.45,0.000246
2008-01-08,1430.28,1388.30,0.000225
2008-01-09,1409.19,1378.70,0.000271
2008-01-10,1429.09,1395.31,0.000233
2008-01-11,1419.91,1394.83,0.000205
2008-01-14,1417.89,1402.91,0.000233
2008-01-15,1411.88,1380.60,0.000202
2008-01-16,1391.99,1364.27,0.000280
2008-01-17,1377.72,1330.67,0.000279
2008-01-18,1350.28,1312.51,0.000385
2008-01-22,1322.09,1274.29,0.000382
2008-01-23,1339.09,1270.05,0.000399
2008-01-24,1355.15,1334.31,0.000337
2008-01-25,1368.56,1327.50,0.000296
2008-01-28,1353.97,1322.26,0.000334
2008-01-29,1364.93,1350.19,0.000284
2008-01-30,1385.86,1352.95,0.000254
2008-01-31,1385.62,1334.08,0.000253
2008-02-01,1396.02,1375.93,0.000214
2008-02-04,1395.38,1379.69,0.000184
2008-02-05,1380.28,1336.64,0.000201
2008-02-06,1351.96,1324.34,0.000316
2008-02-07,1347.16,1316.75,0.000321
2008-02-08,1341.22,1321.06,0.000284
2008-02-11,1341.40,1320.32,0.000280
2008-02-12,1362.10,1339.36,0.000251
2008-02-13,1369.23,1350.78,0.000223
2008-02-14,1368.16,1347.31,0.000190
2008-02-15,1350.00,1338.13,0.000217
2008-02-19,1367.28,1345.05,0.000204
2008-02-20,1363.71,1336.55,0.000194
2008-02-21,1367.94,1339.34,0.000170
2008-02-22,1354.30,1327.04,0.000195
2008-02-25,1374.36,1346.03,0.000171
2008-02-26,1387.34,1363.29,0.000145
2008-02-27,1388.34,1372.00,0.000128
2008-02-28,1378.16,1363.16,0.000123
2008-02-29,1364.07,1325.42,0.000136
2008-03-03,1335.13,1320.04,0.000218
2008-03-04,1331.03,1307.39,0.000205
2008-03-05,1344.19,1320.22,0.000202
2008-03-06,1332.20,1303.42,0.000181
2008-03-07,1313.24,1282.43,0.000242
2008-03-10,1295.01,1272.66,0.000252
2008-03-11,1320.65,1274.40,0.000288
2008-03-12,1333.26,1307.86,0.000252
2008-03-13,1321.68,1282.11,0.000263
2008-03-14,1321.47,1274.86,0.000237
2008-03-17,1287.50,1256.98,0.000296
2008-03-18,1330.74,1277.16,0.000307
2008-03-19,1341.51,1298.42,0.000274
2008-03-20,1330.67,1295.22,0.000353
2008-03-24,1359.68,1330.29,0.000296
2008-03-25,1357.47,1341.21,0.000253
2008-03-26,1352.45,1336.41,0.000234
2008-03-27,1345.62,1325.66,0.000245
2008-03-28,1334.87,1312.95,0.000265
2008-03-31,1328.52,1312.81,0.000273
2008-04-01,1370.18,1326.41,0.000245
2008-04-02,1377.95,1361.55,0.000217
2008-04-03,1375.66,1358.68,0.000209
2008-04-04,1380.91,1362.83,0.000195
2008-04-07,1386.74,1369.02,0.000183
2008-04-08,1370.16,1360.62,0.000170
2008-04-09,1368.39,1349.97,0.000172
2008-04-10,1367.24,1350.11,0.000182
2008-04-11,1357.98,1331.21,0.000164
2008-04-14,1335.64,1326.16,0.000218
2008-04-15,1337.72,1324.35,0.000214
2008-04-16,1365.49,1337.02,0.000194
2008-04-17,1368.60,1357.25,0.000164
2008-04-18,1395.90,1369.00,0.000154
2008-04-21,1390.23,1379.25,0.000130
2008-04-22,1386.43,1369.84,0.000127
2008-04-23,1387.87,1372.24,0.000140
2008-04-24,1397.72,1371.09,0.000128
2008-04-25,1399.11,1379.98,0.000113
2008-04-28,1402.90,1394.40,0.000100
2008-04-29,1397.00,1386.70,0.000097
2008-04-30,1404.57,1384.25,0.000099
2008-05-01,1410.07,1383.07,0.000101
2008-05-02,1422.72,1406.25,0.000087
2008-05-05,1415.34,1404.37,0.000079
2008-05-06,1421.57,1397.10,0.000083
2008-05-07,1419.54,1391.16,0.000072
2008-05-08,1402.35,1389.39,0.000109
2008-05-09,1394.90,1384.11,0.000099
2008-05-12,1404.06,1386.20,0.000107
2008-05-13,1406.30,1396.26,0.000091
2008-05-14,1420.19,1405.65,0.000088
2008-05-15,1424.40,1406.87,0.000079
2008-05-16,1425.82,1414.35,0.000068
2008-05-19,1440.24,1421.63,0.000064
2008-05-20,1424.49,1409.09,0.000060
2008-05-21,1419.12,1388.81,0.000074
2008-05-22,1399.07,1390.23,0.000106
2008-05-23,1392.20,1373.72,0.000097
2008-05-27,1387.40,1373.07,0.000122
2008-05-28,1391.25,1378.16,0.000107
2008-05-29,1406.32,1388.59,0.000097
2008-05-30,1404.46,1398.08,0.000086
2008-06-02,1399.62,1377.79,0.000080
2008-06-03,1393.12,1370.12,0.000097
2008-06-04,1388.18,1371.74,0.000103
2008-06-05,1404.05,1377.48,0.000098
2008-06-06,1400.06,1359.90,0.000086
2008-06-09,1370.63,1350.62,0.000178
2008-06-10,1366.84,1351.56,0.000167
2008-06-11,1357.09,1335.47,0.000164
2008-06-12,1353.03,1331.29,0.000203
2008-06-13,1360.03,1341.71,0.000185
2008-06-16,1364.70,1352.07,0.000157
2008-06-17,1366.59,1350.54,0.000149
2008-06-18,1349.59,1333.40,0.000156
2008-06-19,1347.66,1330.50,0.000172
2008-06-20,1341.02,1314.46,0.000156
2008-06-23,1323.78,1315.31,0.000202
2008-06-24,1326.02,1304.42,0.000191
2008-06-25,1335.63,1314.54,0.000187
2008-06-26,1316.29,1283.15,0.000167
2008-06-27,1289.45,1272.00,0.000262
2008-06-30,1290.31,1274.86,0.000257
2008-07-01,1285.31,1260.68,0.000240
2008-07-02,1292.17,1261.51,0.000218
2008-07-03,1271.48,1252.01,0.000265
2008-07-07,1273.95,1240.68,0.000248
2008-07-08,1274.17,1242.84,0.000257
2008-07-09,1277.36,1244.57,0.000218
2008-07-10,1257.65,1236.76,0.000285
2008-07-11,1257.27,1225.35,0.000254
2008-07-14,1253.50,1225.01,0.000273
2008-07-15,1234.35,1200.44,0.000285
2008-07-16,1245.52,1211.39,0.000303
2008-07-17,1262.31,1241.49,0.000254
2008-07-18,1262.23,1251.81,0.000220
2008-07-21,1267.74,1255.70,0.000207
2008-07-22,1277.42,1248.83,0.000197
2008-07-23,1291.17,1276.06,0.000168
2008-07-24,1283.22,1251.48,0.000152
2008-07-25,1263.23,1251.75,0.000217
2008-07-28,1260.09,1234.37,0.000197
2008-07-29,1263.20,1236.38,0.000245
2008-07-30,1284.33,1264.52,0.000207
2008-07-31,1284.93,1265.97,0.000175
2008-08-01,1270.52,1254.54,0.000200
2008-08-04,1260.49,1247.45,0.000203
2008-08-05,1284.88,1254.67,0.000216
2008-08-06,1291.67,1276.00,0.000186
2008-08-07,1286.51,1264.29,0.000169
2008-08-08,1297.85,1262.11,0.000212
2008-08-11,1313.15,1291.41,0.000180
2008-08-12,1304.79,1285.64,0.000159
2008-08-13,1294.03,1274.86,0.000181
2008-08-14,1300.11,1276.84,0.000177
2008-08-15,1302.05,1290.74,0.000158
2008-08-18,1300.22,1274.51,0.000143
2008-08-19,1276.65,1263.11,0.000176
2008-08-20,1276.01,1261.16,0.000190
2008-08-21,1281.40,1265.22,0.000169
2008-08-22,1293.09,1277.59,0.000155
2008-08-25,1290.47,1264.87,0.000133
2008-08-26,1275.65,1263.21,0.000182
2008-08-27,1285.05,1270.03,0.000166
2008-08-28,1300.68,1283.79,0.000145
2008-08-29,1297.59,1282.74,0.000123
2008-09-02,1303.04,1272.20,0.000150
2008-09-03,1280.60,1265.59,0.000151
2008-09-04,1271.80,1232.83,0.000146
2008-09-05,1244.94,1217.23,0.000244
2008-09-08,1274.42,1247.12,0.000221
2008-09-09,1268.66,1224.51,0.000186
2008-09-10,1243.90,1221.60,0.000313
2008-09-11,1249.98,1211.54,0.000281
2008-09-12,1255.09,1233.81,0.000240
2008-09-15,1250.92,1192.70,0.000222
2008-09-16,1214.84,1169.28,0.000445
2008-09-17,1210.34,1155.88,0.000380
2008-09-18,1211.14,1133.50,0.000626
2008-09-19,1265.12,1213.11,0.000528
2008-09-22,1255.37,1205.61,0.000446
2008-09-23,1221.15,1187.06,0.000625
2008-09-24,1197.41,1179.79,0.000660
2008-09-25,1220.03,1187.87,0.000629
2008-09-26,1215.77,1187.54,0.000539
2008-09-29,1209.07,1106.42,0.000496
2008-09-30,1168.03,1113.78,0.001233
2008-10-01,1167.03,1140.77,0.001032
2008-10-02,1160.64,1111.43,0.000992
2008-10-03,1153.82,1098.14,0.001216
2008-10-06,1097.56,1007.97,0.001222
2008-10-07,1072.91,996.23,0.001437
2008-10-08,1021.06,970.97,0.001875
2008-10-09,1005.25,909.19,0.001836
2008-10-10,936.36,839.80,0.002573
2008-10-13,1006.93,912.75,0.002510
2008-10-14,1044.31,972.07,0.002188
2008-10-15,994.60,903.99,0.002091
2008-10-16,947.71,865.83,0.003097
2008-10-17,984.64,918.74,0.002653
2008-10-20,985.40,943.51,0.002539
2008-10-21,985.44,952.47,0.002149
2008-10-22,951.67,875.81,0.002287
2008-10-23,922.83,858.44,0.002809
2008-10-24,896.30,852.85,0.002544
2008-10-27,893.78,846.75,0.002719
2008-10-28,940.51,845.27,0.002860
2008-10-29,969.97,922.26,0.002434
2008-10-30,963.23,928.50,0.002372
2008-10-31,984.38,944.59,0.002074
2008-11-03,975.57,958.82,0.001855
2008-11-04,1007.51,971.31,0.001758
2008-11-05,1001.84,949.86,0.001486
2008-11-06,952.40,899.73,0.001859
2008-11-07,931.46,906.90,0.002219
2008-11-10,951.95,907.47,0.001924
2008-11-11,917.15,884.90,0.001897
2008-11-12,893.39,850.48,0.001953
2008-11-13,913.01,818.69,0.002334
2008-11-14,916.88,869.88,0.001950
2008-11-17,882.29,848.98,0.002208
2008-11-18,865.90,826.84,0.002292
2008-11-19,864.57,806.18,0.002085
2008-11-20,820.52,747.78,0.002603
2008-11-21,801.20,741.02,0.003235
2008-11-24,865.60,801.20,0.002717
2008-11-25,868.94,834.99,0.002274
2008-11-26,887.68,841.37,0.002088
2008-11-28,896.25,881.21,0.001787
2008-12-01,888.61,815.69,0.001621
2008-12-02,850.54,817.94,0.002560
2008-12-03,873.12,827.60,0.002189
2008-12-04,875.60,833.60,0.001908
2008-12-05,879.42,818.41,0.002033
2008-12-08,918.57,882.71,0.001736
2008-12-09,916.26,885.38,0.001471
2008-12-10,908.27,885.45,0.001545
2008-12-11,904.63,868.73,0.001388
2008-12-12,883.24,851.35,0.001507
2008-12-15,884.63,857.72,0.001377
2008-12-16,914.66,871.53,0.001372
2008-12-17,918.85,895.94,0.001147
2008-12-18,911.02,877.44,0.001131
2008-12-19,905.47,883.02,0.001194
2008-12-22,887.37,857.09,0.001106
2008-12-23,880.44,860.10,0.001149
2008-12-24,869.79,861.44,0.001132
2008-12-26,873.74,866.52,0.001034
2008-12-29,873.70,857.07,0.000947
2008-12-30,891.12,870.58,0.000907
2008-12-31,910.32,889.67,0.000774
2009-01-02,934.73,899.35,0.000680
2009-01-05,936.63,919.53,0.000570
2009-01-06,943.85,927.28,0.000554
2009-01-07,927.45,902.37,0.000497
2009-01-08,910.00,896.81,0.000616
2009-01-09,911.93,888.31,0.000567
2009-01-12,890.40,864.32,0.000636
2009-01-13,877.02,862.02,0.000712
2009-01-14,867.28,836.93,0.000662
2009-01-15,851.59,817.04,0.000816
2009-01-16,858.13,830.66,0.000761
2009-01-20,849.64,804.47,0.000687
2009-01-21,841.72,804.30,0.001019
2009-01-22,839.74,811.29,0.000852
2009-01-23,838.61,806.07,0.000880
2009-01-26,852.53,827.69,0.000805
2009-01-27,850.45,835.40,0.000734
2009-01-28,877.86,845.73,0.000653
2009-01-29,868.89,844.15,0.000547
2009-01-30,851.66,821.67,0.000693
2009-02-02,830.78,812.87,0.000771
2009-02-03,842.60,821.98,0.000727
2009-02-04,851.85,829.18,0.000633
2009-02-05,850.55,819.91,0.000624
2009-02-06,870.75,845.42,0.000540
2009-02-09,875.01,861.65,0.000454
2009-02-10,868.05,822.99,0.000422
2009-02-11,838.22,822.30,0.000691
2009-02-12,835.48,808.06,0.000620
2009-02-13,839.43,825.21,0.000576
2009-02-17,818.61,789.17,0.000583
2009-02-18,796.17,780.43,0.000833
2009-02-19,797.58,777.03,0.000786
2009-02-20,778.69,754.25,0.000794
2009-02-23,777.85,742.37,0.000800
2009-02-24,775.49,744.69,0.000969
2009-02-25,780.12,752.89,0.000812
2009-02-26,779.42,751.75,0.000813
2009-02-27,751.27,734.52,0.000844
2009-03-02,729.57,699.70,0.000928
2009-03-03,711.67,692.30,0.001213
2009-03-04,724.12,698.60,0.001175
2009-03-05,708.27,677.93,0.001012
2009-03-06,699.09,666.79,0.001259
2009-03-09,695.27,672.88,0.001175
2009-03-10,719.60,679.28,0.001160
2009-03-11,731.92,713.85,0.000982
2009-03-12,752.63,714.76,0.000910
2009-03-13,758.29,742.46,0.000761
2009-03-16,774.53,753.37,0.000687
2009-03-17,778.12,749.93,0.000660
2009-03-18,803.04,765.64,0.000553
2009-03-19,803.24,781.82,0.000471
2009-03-20,788.91,766.20,0.000495
2009-03-23,823.37,772.31,0.000554
2009-03-24,823.65,805.48,0.000536
2009-03-25,826.78,791.37,0.000598
2009-03-26,832.98,814.06,0.000532
2009-03-27,828.68,813.43,0.000450
2009-03-30,809.07,779.81,0.000511
2009-03-31,810.48,790.88,0.000669
2009-04-01,813.62,783.32,0.000587
2009-04-02,845.61,814.53,0.000507
2009-04-03,842.50,826.70,0.000426
2009-04-06,839.75,822.79,0.000376
2009-04-07,834.12,814.53,0.000382
2009-04-08,828.42,814.84,0.000459
2009-04-09,856.91,829.29,0.000402
2009-04-13,864.31,845.35,0.000342
2009-04-14,856.88,840.25,0.000316
2009-04-15,852.93,835.58,0.000374
2009-04-16,870.35,847.04,0.000325
2009-04-17,875.63,860.87,0.000277
2009-04-20,868.27,832.39,0.000251
2009-04-21,850.09,826.83,0.000444
2009-04-22,861.78,840.57,0.000376
2009-04-23,852.87,835.45,0.000379
2009-04-24,871.80,853.91,0.000334
2009-04-27,868.83,854.65,0.000284
2009-04-28,864.48,847.12,0.000299
2009-04-29,882.06,856.85,0.000290
2009-04-30,888.70,868.51,0.000244
2009-05-01,880.48,866.10,0.000232
2009-05-04,907.85,879.21,0.000209
2009-05-05,907.70,897.34,0.000186
2009-05-06,920.28,903.95,0.000184
2009-05-07,929.58,901.36,0.000155
2009-05-08,930.17,909.03,0.000182
2009-05-11,922.99,908.68,0.000155
2009-05-12,915.57,896.46,0.000212
2009-05-13,905.40,882.80,0.000202
2009-05-14,898.36,882.52,0.000288
2009-05-15,896.97,878.94,0.000251
2009-05-18,910.00,886.07,0.000271
2009-05-19,916.39,905.22,0.000231
2009-05-20,924.60,901.37,0.000222
2009-05-21,900.42,879.61,0.000222
2009-05-22,896.65,883.75,0.000262
2009-05-26,911.76,881.46,0.000251
2009-05-27,913.84,891.87,0.000212
2009-05-28,909.45,887.60,0.000262
2009-05-29,920.02,903.56,0.000223
2009-06-01,947.77,923.26,0.000190
2009-06-02,949.38,938.46,0.000163
2009-06-03,942.51,923.85,0.000151
2009-06-04,942.47,929.32,0.000178
2009-06-05,951.69,934.13,0.000153
2009-06-08,946.33,926.44,0.000150
2009-06-09,946.92,936.15,0.000144
2009-06-10,949.77,927.97,0.000131
2009-06-11,956.23,939.04,0.000131
2009-06-12,946.30,935.66,0.000116
2009-06-15,942.45,919.65,0.000108
2009-06-16,928.00,911.60,0.000172
2009-06-17,918.44,903.78,0.000197
2009-06-18,921.93,907.94,0.000189
2009-06-19,927.09,915.80,0.000166
2009-06-22,918.13,893.04,0.000152
2009-06-23,898.69,888.86,0.000253
2009-06-24,910.85,896.31,0.000234
2009-06-25,921.42,896.27,0.000208
2009-06-26,922.00,913.03,0.000176
2009-06-29,927.99,916.18,0.000169
2009-06-30,930.01,912.86,0.000147
2009-07-01,931.92,920.82,0.000159
2009-07-02,921.24,896.42,0.000143
2009-07-06,898.72,886.36,0.000236
2009-07-07,898.60,879.93,0.000218
2009-07-08,886.80,869.32,0.000271
2009-07-09,887.86,878.45,0.000259
2009-07-10,883.57,872.81,0.000236
2009-07-13,901.05,875.32,0.000234
2009-07-14,905.84,896.50,0.000197
2009-07-15,933.95,910.15,0.000177
2009-07-16,943.96,927.45,0.000156
2009-07-17,941.89,934.65,0.000136
2009-07-20,951.62,940.99,0.000130
2009-07-21,956.53,943.22,0.000111
2009-07-22,959.83,947.75,0.000101
2009-07-23,979.42,953.27,0.000097
2009-07-24,979.79,965.95,0.000088
2009-07-27,982.49,972.29,0.000080
2009-07-28,982.35,969.35,0.000073
2009-07-29,977.76,968.65,0.000074
2009-07-30,996.68,976.01,0.000078
2009-07-31,993.18,982.85,0.000067
2009-08-03,1003.61,990.22,0.000063
2009-08-04,1007.12,996.68,0.000056
2009-08-05,1006.64,994.31,0.000051
2009-08-06,1008.00,992.49,0.000053
2009-08-07,1018.00,999.83,0.000059
2009-08-10,1010.12,1000.99,0.000051
2009-08-11,1005.77,992.40,0.000054
2009-08-12,1012.78,993.36,0.000074
2009-08-13,1013.14,1000.82,0.000064
2009-08-14,1012.60,994.60,0.000056
2009-08-17,998.18,978.51,0.000068
2009-08-18,991.20,980.62,0.000127
2009-08-19,999.61,980.62,0.000109
2009-08-20,1008.92,996.39,0.000096
2009-08-21,1027.59,1009.06,0.000082
2009-08-24,1035.82,1022.48,0.000072
2009-08-25,1037.75,1026.21,0.000070
2009-08-26,1032.47,1021.57,0.000065
2009-08-27,1033.33,1016.20,0.000062
2009-08-28,1039.47,1023.13,0.000057
2009-08-31,1025.21,1014.62,0.000058
2009-09-01,1028.45,996.28,0.000068
2009-09-02,1000.34,991.97,0.000121
2009-09-03,1003.43,992.25,0.000120
2009-09-04,1016.48,1001.65,0.000105
2009-09-08,1026.07,1018.67,0.000089
2009-09-09,1036.34,1023.97,0.000077
2009-09-10,1044.14,1028.04,0.000067
2009-09-11,1048.18,1038.40,0.000058
2009-09-14,1049.74,1035.00,0.000057
2009-09-15,1056.04,1043.42,0.000050
2009-09-16,1068.76,1052.87,0.000046
2009-09-17,1074.77,1061.20,0.000042
2009-09-18,1071.52,1064.27,0.000044
2009-09-21,1067.28,1057.46,0.000041
2009-09-22,1073.81,1066.35,0.000044
2009-09-23,1080.15,1060.39,0.000039
2009-09-24,1066.29,1045.85,0.000053
2009-09-25,1053.47,1041.17,0.000067
2009-09-28,1065.13,1045.38,0.000074
2009-09-29,1069.62,1057.83,0.000065
2009-09-30,1063.40,1046.47,0.000066
2009-10-01,1054.91,1029.45,0.000068
2009-10-02,1030.60,1019.95,0.000135
2009-10-05,1042.58,1025.92,0.000137
2009-10-06,1060.55,1042.02,0.000116
2009-10-07,1058.02,1050.10,0.000099
2009-10-08,1070.67,1060.03,0.000090
2009-10-09,1071.51,1063.00,0.000078
2009-10-12,1079.46,1071.63,0.000070
2009-10-13,1075.30,1066.71,0.000063
2009-10-14,1093.17,1078.68,0.000064
2009-10-15,1096.56,1086.41,0.000057
2009-10-16,1094.67,1081.53,0.000052
2009-10-19,1100.17,1086.48,0.000063
2009-10-20,1098.64,1086.16,0.000054
2009-10-21,1101.36,1080.77,0.000061
2009-10-22,1095.21,1074.31,0.000074
2009-10-23,1095.83,1075.49,0.000063
2009-10-26,1091.75,1065.23,0.000084
2009-10-27,1072.48,1060.62,0.000104
2009-10-28,1063.26,1042.19,0.000105
2009-10-29,1066.83,1043.69,0.000151
2009-10-30,1065.41,1033.38,0.000129
2009-11-02,1052.18,1029.38,0.000216
2009-11-03,1046.36,1033.94,0.000192
2009-11-04,1061.00,1045.15,0.000177
2009-11-05,1066.65,1047.30,0.000165
2009-11-06,1071.48,1059.32,0.000139
2009-11-09,1093.19,1072.31,0.000128
2009-11-10,1096.42,1087.40,0.000111
2009-11-11,1105.37,1093.81,0.000106
2009-11-12,1101.97,1084.90,0.000094
2009-11-13,1097.79,1085.33,0.000111
2009-11-16,1113.69,1094.13,0.000098
2009-11-17,1110.52,1102.19,0.000084
2009-11-18,1111.10,1102.70,0.000079
2009-11-19,1106.44,1088.40,0.000076
2009-11-20,1094.66,1086.81,0.000101
2009-11-23,1112.38,1094.86,0.000101
2009-11-24,1107.56,1097.63,0.000086
2009-11-25,1111.18,1104.75,0.000083
2009-11-27,1105.47,1083.74,0.000075
2009-11-30,1097.24,1086.25,0.000110
2009-12-01,1112.28,1098.89,0.000099
2009-12-02,1115.58,1105.29,0.000085
2009-12-03,1117.28,1098.74,0.000081
2009-12-04,1119.13,1096.52,0.000092
2009-12-07,1110.72,1100.83,0.000082
2009-12-08,1103.04,1088.61,0.000082
2009-12-09,1097.04,1085.89,0.000098
2009-12-10,1106.25,1098.69,0.000089
2009-12-11,1108.50,1101.34,0.000079
2009-12-14,1114.76,1107.84,0.000071
2009-12-15,1114.11,1105.35,0.000062
2009-12-16,1116.21,1107.96,0.000068
2009-12-17,1106.36,1095.88,0.000065
2009-12-18,1103.74,1093.88,0.000084
2009-12-21,1117.68,1105.31,0.000074
2009-12-22,1120.27,1114.51,0.000064
2009-12-23,1121.58,1116.00,0.000058
2009-12-24,1126.48,1121.08,0.000054
2009-12-28,1130.38,1123.51,0.000048
2009-12-29,1130.38,1126.08,0.000045
2009-12-30,1126.42,1121.94,0.000045
2009-12-31,1127.64,1114.81,0.000044
2010-01-04,1133.87,1116.56,0.000059
2010-01-05,1136.63,1129.66,0.000052
2010-01-06,1139.19,1133.95,0.000048
2010-01-07,1142.46,1131.32,0.000046
2010-01-08,1145.39,1136.22,0.000041
2010-01-11,1149.74,1142.02,0.000038
2010-01-12,1143.81,1131.77,0.000036
2010-01-13,1148.40,1133.18,0.000049
2010-01-14,1150.41,1143.80,0.000042
2010-01-15,1147.77,1131.39,0.000039
2010-01-19,1150.45,1135.77,0.000055
2010-01-20,1147.95,1129.25,0.000048
2010-01-21,1141.58,1114.84,0.000064
2010-01-22,1115.49,1090.18,0.000104
2010-01-25,1102.97,1092.40,0.000161
2010-01-26,1103.69,1089.86,0.000145
2010-01-27,1099.51,1083.11,0.000146
2010-01-28,1100.22,1078.46,0.000131
2010-01-29,1096.45,1071.59,0.000153
2010-02-01,1089.38,1073.89,0.000168
2010-02-02,1104.73,1087.96,0.000143
2010-02-03,1102.72,1093.97,0.000122
2010-02-04,1097.25,1062.78,0.000126
2010-02-05,1067.13,1044.50,0.000227
2010-02-08,1071.20,1056.51,0.000209
2010-02-09,1079.28,1060.06,0.000220
2010-02-10,1073.67,1059.34,0.000188
2010-02-11,1080.04,1060.59,0.000182
2010-02-12,1077.81,1062.97,0.000158
2010-02-16,1095.67,1079.13,0.000155
2010-02-17,1101.03,1094.72,0.000131
2010-02-18,1108.24,1097.48,0.000118
2010-02-19,1112.42,1100.80,0.000104
2010-02-22,1112.29,1105.38,0.000096
2010-02-23,1108.58,1092.18,0.000093
2010-02-24,1106.42,1095.50,0.000115
2010-02-25,1103.50,1086.02,0.000099
2010-02-26,1107.24,1097.56,0.000097
2010-03-01,1116.11,1105.36,0.000091
2010-03-02,1123.46,1116.51,0.000078
2010-03-03,1125.64,1116.58,0.000072
2010-03-04,1123.73,1116.66,0.000069
2010-03-05,1139.38,1125.12,0.000062
2010-03-08,1141.05,1136.77,0.000054
2010-03-09,1145.37,1134.90,0.000052
2010-03-10,1148.26,1140.09,0.000049
2010-03-11,1150.24,1138.99,0.000044
2010-03-12,1153.41,1146.97,0.000040
2010-03-15,1150.98,1141.45,0.000039
2010-03-16,1160.28,1150.35,0.000038
2010-03-17,1169.84,1159.94,0.000034
2010-03-18,1167.77,1161.16,0.000030
2010-03-19,1169.20,1155.33,0.000030
2010-03-22,1167.82,1152.88,0.000035
2010-03-23,1174.72,1163.83,0.000032
2010-03-24,1173.04,1166.01,0.000028
2010-03-25,1180.69,1165.09,0.000034
2010-03-26,1173.93,1161.48,0.000035
2010-03-29,1174.85,1167.71,0.000034
2010-03-30,1177.83,1168.92,0.000031
2010-03-31,1174.56,1165.77,0.000030
2010-04-01,1181.43,1170.69,0.000033
2010-04-05,1187.73,1178.71,0.000030
2010-04-06,1191.80,1182.77,0.000026
2010-04-07,1189.60,1177.25,0.000025
2010-04-08,1188.55,1175.12,0.000031
2010-04-09,1194.66,1187.15,0.000029
2010-04-12,1199.20,1194.71,0.000026
2010-04-13,1199.04,1188.82,0.000025
2010-04-14,1210.65,1198.69,0.000024
2010-04-15,1213.92,1208.50,0.000023
2010-04-16,1210.17,1186.77,0.000023
2010-04-19,1197.87,1183.68,0.000049
2010-04-20,1208.58,1199.04,0.000044
2010-04-21,1210.99,1198.85,0.000039
2010-04-22,1210.27,1190.19,0.000039
2010-04-23,1217.28,1205.10,0.000036
2010-04-26,1219.80,1211.07,0.000032
2010-04-27,1211.38,1181.62,0.000036
2010-04-28,1195.05,1181.81,0.000088
2010-04-29,1209.36,1193.30,0.000077
2010-04-30,1207.99,1186.32,0.000066
2010-05-03,1205.13,1188.58,0.000099
2010-05-04,1197.50,1168.12,0.000085
2010-05-05,1175.95,1158.15,0.000146
2010-05-06,1167.58,1065.79,0.000152
2010-05-07,1135.13,1094.15,0.000263
2010-05-10,1163.85,1122.27,0.000299
2010-05-11,1170.48,1147.71,0.000271
2010-05-12,1172.87,1155.43,0.000265
2010-05-13,1173.57,1156.14,0.000226
2010-05-14,1157.19,1126.14,0.000249
2010-05-17,1141.88,1114.96,0.000300
2010-05-18,1148.66,1117.20,0.000280
2010-05-19,1124.27,1100.66,0.000310
2010-05-20,1107.34,1071.58,0.000307
2010-05-21,1090.16,1055.90,0.000479
2010-05-24,1089.95,1072.70,0.000414
2010-05-25,1074.75,1040.78,0.000439
2010-05-26,1090.75,1065.59,0.000412
2010-05-27,1103.52,1074.27,0.000406
2010-05-28,1102.59,1084.78,0.000342
2010-06-01,1094.77,1069.89,0.000365
2010-06-02,1098.56,1072.03,0.000410
2010-06-03,1105.67,1091.81,0.000344
2010-06-04,1098.43,1060.50,0.000314
2010-06-07,1071.36,1049.86,0.000455
2010-06-08,1063.15,1042.17,0.000482
2010-06-09,1077.74,1052.25,0.000424
2010-06-10,1087.85,1058.77,0.000419
2010-06-11,1092.25,1077.12,0.000352
2010-06-14,1105.91,1089.03,0.000319
2010-06-15,1115.59,1091.21,0.000306
2010-06-16,1118.74,1107.13,0.000257
2010-06-17,1117.72,1105.87,0.000244
2010-06-18,1121.01,1113.93,0.000228
2010-06-21,1131.23,1108.24,0.000212
2010-06-22,1118.50,1094.18,0.000210
2010-06-23,1099.64,1085.31,0.000247
2010-06-24,1090.93,1071.60,0.000241
2010-06-25,1083.56,1067.89,0.000283
