Date,High,Low,sigma2
2010-06-28,1082.60,1071.45,0.000260
2010-06-29,1071.10,1035.18,0.000250
2010-06-30,1048.08,1028.33,0.000365
2010-07-01,1033.58,1010.91,0.000378
2010-07-02,1032.95,1015.93,0.000366
2010-07-06,1042.50,1018.35,0.000359
2010-07-07,1060.89,1028.54,0.000325
2010-07-08,1071.25,1058.24,0.000275
2010-07-09,1078.16,1068.10,0.000241
2010-07-12,1080.78,1070.45,0.000214
2010-07-13,1099.46,1080.65,0.000201
2010-07-14,1099.08,1087.68,0.000170
2010-07-15,1098.66,1080.53,0.000161
2010-07-16,1093.85,1063.32,0.000151
2010-07-19,1074.70,1061.11,0.000243
2010-07-20,1083.94,1056.88,0.000218
2010-07-21,1088.96,1065.25,0.000188
2010-07-22,1097.50,1072.14,0.000213
2010-07-23,1103.73,1087.88,0.000180
2010-07-26,1115.01,1101.30,0.000157
2010-07-27,1120.95,1109.78,0.000135
2010-07-28,1114.66,1103.11,0.000130
2010-07-29,1115.90,1092.82,0.000138
2010-07-30,1106.44,1088.01,0.000139
2010-08-02,1127.30,1107.53,0.000132
2010-08-03,1125.44,1116.76,0.000114
2010-08-04,1128.75,1119.46,0.000117
2010-08-05,1126.56,1118.81,0.000104
2010-08-06,1123.06,1107.17,0.000101
2010-08-09,1129.24,1120.91,0.000102
2010-08-10,1127.16,1111.58,0.000091
2010-08-11,1116.89,1088.55,0.000098
2010-08-12,1086.72,1076.69,0.000178
2010-08-13,1086.25,1079.00,0.000180
2010-08-16,1082.62,1069.49,0.000180
2010-08-17,1100.14,1081.16,0.000170
2010-08-18,1099.77,1085.76,0.000145
2010-08-19,1092.44,1070.66,0.000135
2010-08-20,1075.63,1063.91,0.000174
2010-08-23,1081.58,1067.08,0.000173
2010-08-24,1063.20,1046.68,0.000172
2010-08-25,1059.38,1039.83,0.000204
2010-08-26,1061.45,1045.40,0.000186
2010-08-27,1065.21,1039.70,0.000195
2010-08-30,1064.40,1048.79,0.000165
2010-08-31,1055.14,1040.88,0.000196
2010-09-01,1081.30,1049.72,0.000185
2010-09-02,1090.10,1080.39,0.000162
2010-09-03,1105.10,1093.61,0.000141
2010-09-07,1102.60,1091.15,0.000120
2010-09-08,1103.26,1092.36,0.000140
2010-09-09,1110.27,1101.15,0.000123
2010-09-10,1110.88,1103.92,0.000111
2010-09-13,1123.87,1113.38,0.000099
2010-09-14,1127.36,1115.58,0.000085
2010-09-15,1126.46,1114.63,0.000082
2010-09-16,1125.44,1118.88,0.000075
2010-09-17,1131.47,1122.43,0.000072
2010-09-20,1144.86,1126.57,0.000068
2010-09-21,1148.59,1136.22,0.000059
2010-09-22,1144.38,1131.58,0.000061
2010-09-23,1136.77,1122.79,0.000065
2010-09-24,1148.90,1131.69,0.000077
2010-09-27,1149.92,1142.00,0.000070
2010-09-28,1150.00,1132.09,0.000076
2010-09-29,1148.63,1140.26,0.000068
2010-09-30,1157.16,1136.08,0.000069
2010-10-01,1150.30,1139.42,0.000071
2010-10-04,1148.16,1131.87,0.000064
2010-10-05,1162.76,1140.68,0.000074
2010-10-06,1162.33,1154.85,0.000068
2010-10-07,1163.87,1151.41,0.000066
2010-10-08,1167.73,1155.58,0.000065
2010-10-11,1168.68,1162.02,0.000058
2010-10-12,1172.58,1155.71,0.000056
2010-10-13,1184.38,1171.32,0.000050
2010-10-14,1178.89,1166.71,0.000044
2010-10-15,1181.20,1167.12,0.000047
2010-10-18,1185.53,1174.55,0.000044
2010-10-19,1178.64,1159.71,0.000039
2010-10-20,1182.94,1166.74,0.000067
2010-10-21,1189.43,1171.17,0.000058
2010-10-22,1183.93,1178.99,0.000054
2010-10-25,1196.14,1184.74,0.000050
2010-10-26,1187.11,1177.72,0.000047
2010-10-27,1183.84,1171.70,0.000045
2010-10-28,1189.53,1177.10,0.000047
2010-10-29,1185.46,1179.70,0.000045
2010-11-01,1195.81,1177.65,0.000044
2010-11-02,1195.88,1187.86,0.000042
2010-11-03,1198.30,1183.56,0.000037
2010-11-04,1221.25,1198.34,0.000034
2010-11-05,1227.08,1220.29,0.000037
2010-11-08,1224.57,1217.55,0.000033
2010-11-09,1226.84,1208.94,0.000035
2010-11-10,1218.75,1204.33,0.000045
2010-11-11,1215.45,1204.49,0.000040
2010-11-12,1210.50,1194.08,0.000044
2010-11-15,1207.43,1197.15,0.000063
2010-11-16,1194.79,1173.00,0.000062
2010-11-17,1183.56,1175.82,0.000093
2010-11-18,1200.29,1183.75,0.000088
2010-11-19,1199.97,1189.44,0.000076
2010-11-22,1198.94,1184.58,0.000070
2010-11-23,1192.51,1176.91,0.000069
2010-11-24,1198.62,1183.70,0.000095
2010-11-26,1194.16,1186.93,0.000082
2010-11-29,1190.34,1173.64,0.000091
2010-11-30,1187.40,1174.14,0.000088
2010-12-01,1207.61,1186.60,0.000095
2010-12-02,1221.89,1206.81,0.000085
2010-12-03,1225.57,1216.82,0.000072
2010-12-06,1225.80,1220.67,0.000067
2010-12-07,1235.05,1223.25,0.000066
2010-12-08,1228.93,1219.50,0.000063
2010-12-09,1234.71,1226.85,0.000057
2010-12-10,1240.40,1232.58,0.000051
2010-12-13,1246.73,1240.34,0.000045
2010-12-14,1246.59,1238.17,0.000044
2010-12-15,1244.25,1234.01,0.000042
2010-12-16,1243.75,1232.85,0.000048
2010-12-17,1245.81,1239.87,0.000042
2010-12-20,1250.20,1241.51,0.000040
2010-12-21,1255.82,1249.43,0.000037
2010-12-22,1259.39,1254.94,0.000033
2010-12-23,1258.59,1254.05,0.000031
2010-12-27,1258.43,1251.48,0.000032
2010-12-28,1259.90,1256.22,0.000031
2010-12-29,1262.60,1258.78,0.000030
2010-12-30,1261.09,1256.32,0.000029
2010-12-31,1259.34,1254.19,0.000030
