Date,SP500
2004-10-27,1665.01
2004-10-28,1668.55
2004-10-29,1672.65
2004-11-01,1673.10
2004-11-02,1673.16
2004-11-04,1719.64
2004-11-05,1726.34
2004-11-08,1724.59
2004-11-09,1724.08
2004-11-10,1722.67
2004-11-11,1738.32
2004-11-12,1754.33
2004-11-15,1753.99
2004-11-16,1741.72
2004-11-17,1751.57
2004-11-18,1753.97
2004-11-19,1734.45
2004-11-22,1744.71
2004-11-24,1751.55
2004-11-26,1753.09
2004-11-29,1747.34
2004-11-30,1740.33
2004-12-01,1766.90
2004-12-02,1765.37
2004-12-03,1766.63
2004-12-06,1765.33
2004-12-07,1745.83
2004-12-08,1754.75
2004-12-09,1764.35
2004-12-10,1762.51
2004-12-13,1778.54
2004-12-14,1785.51
2004-12-15,1789.14
2004-12-16,1785.51
2004-12-17,1772.19
2004-12-20,1772.87
2004-12-21,1788.93
2004-12-22,1795.66
2004-12-27,1788.76
2004-12-28,1801.58
2004-12-29,1801.71
2004-12-30,1801.98
2005-01-04,1764.30
2005-01-05,1758.07
2005-01-06,1764.63
2005-01-07,1762.12
2005-01-11,1757.51
2005-01-12,1764.72
2005-01-13,1749.48
2005-01-14,1759.98
2005-01-18,1777.03
2005-01-19,1760.28
2005-01-20,1746.61
2005-01-21,1735.42
2005-01-24,1729.33
2005-01-25,1736.25
2005-01-26,1744.72
2005-01-27,1745.58
2005-01-28,1740.96
2005-01-31,1755.68
2005-02-01,1767.79
2005-02-02,1773.63
2005-02-03,1769.26
2005-02-04,1788.82
2005-02-07,1786.92
2005-02-08,1788.16
2005-02-09,1773.28
2005-02-10,1780.80
2005-02-14,1794.98
2005-02-15,1801.06
2005-02-16,1801.59
2005-02-17,1787.41
2005-02-18,1788.65
2005-02-22,1762.76
2005-02-23,1772.76
2005-02-24,1787.34
2005-02-25,1804.17
2005-02-28,1792.63
2005-03-01,1802.79
2005-03-02,1802.92
2005-03-03,1803.51
2005-03-04,1820.88
2005-03-07,1825.70
2005-03-08,1817.12
2005-03-09,1798.79
2005-03-10,1802.20
2005-03-11,1789.01
2005-03-14,1799.14
2005-03-15,1785.61
2005-03-16,1771.35
2005-03-17,1774.55
2005-03-18,1773.72
2005-03-22,1747.03
2005-03-23,1748.28
2005-03-24,1746.62
2005-03-28,1750.88
2005-03-29,1737.94
2005-03-30,1762.09
2005-03-31,1760.89
2005-04-01,1749.45
2005-04-04,1754.43
2005-04-05,1762.32
2005-04-06,1766.69
2005-04-07,1777.35
2005-04-08,1762.52
2005-04-11,1762.56
2005-04-12,1772.43
2005-04-13,1751.77
2005-04-14,1734.25
2005-04-15,1705.26
2005-04-18,1710.27
2005-04-19,1720.43
2005-04-20,1697.74
2005-04-21,1731.27
2005-04-22,1719.66
2005-04-25,1734.56
2005-04-26,1719.09
2005-04-27,1726.21
2005-04-28,1707.13
2005-05-02,1735.43
2005-05-06,1749.65
2005-05-09,1760.87
2005-05-10,1742.06
2005-05-11,1750.26
2005-05-12,1732.89
2005-05-13,1725.15
2005-05-16,1742.74
2005-05-17,1755.10
2005-05-18,1773.01
2005-05-19,1781.28
2005-05-20,1778.59
2005-05-23,1785.46
2005-05-24,1785.79
2005-05-25,1779.81
2005-05-26,1791.41
2005-05-27,1793.34
2005-05-31,1782.46
2005-06-01,1799.15
2005-06-02,1802.19
2005-06-03,1789.83
2005-06-06,1792.14
2005-06-07,1791.89
2005-06-08,1788.30
2005-06-09,1797.72
2005-06-10,1793.51
2005-06-13,1798.07
2005-06-14,1802.73
2005-06-15,1806.78
2005-06-16,1813.35
2005-06-17,1822.35
2005-06-20,1821.06
2005-06-21,1817.36
2005-06-22,1817.80
2005-06-23,1798.49
2005-06-24,1784.77
2005-06-27,1783.45
2005-06-28,1800.07
2005-06-29,1797.73
2005-06-30,1784.99
2005-07-01,1789.85
2005-07-05,1805.68
2005-07-06,1791.05
2005-07-07,1795.55
2005-07-08,1816.52
2005-07-11,1827.91
2005-07-12,1832.15
2005-07-13,1833.98
2005-07-14,1838.80
2005-07-15,1840.93
2005-07-19,1843.07
2005-07-20,1852.02
2005-07-21,1839.80
2005-07-22,1849.81
2005-07-25,1842.84
2005-07-26,1846.04
2005-07-27,1854.72
2005-07-28,1865.64
2005-07-29,1851.37
2005-08-01,1853.13
2005-08-02,1866.28
2005-08-03,1868.06
2005-08-04,1854.30
2005-08-05,1840.19
2005-08-08,1835.37
2005-08-09,1847.76
2005-08-10,1845.16
2005-08-11,1858.43
2005-08-12,1847.31
2005-08-15,1852.78
2005-08-16,1830.98
2005-08-17,1832.82
2005-08-18,1831.09
2005-08-19,1832.29
2005-08-22,1835.32
2005-08-23,1829.11
2005-08-24,1817.22
2005-08-25,1821.45
2005-08-26,1810.52
2005-08-29,1821.56
2005-08-30,1815.97
2005-08-31,1834.48
2005-09-01,1836.37
2005-09-02,1831.06
2005-09-06,1854.23
2005-09-07,1859.00
2005-09-08,1852.00
2005-09-09,1866.74
2005-09-12,1865.45
2005-09-13,1851.87
2005-09-14,1845.84
2005-09-15,1846.76
2005-09-16,1862.11
2005-09-20,1837.20
2005-09-21,1820.49
2005-09-22,1827.54
2005-09-26,1829.05
2005-09-27,1829.13
2005-09-28,1831.32
2005-09-29,1847.62
2005-09-30,1849.33
2005-10-03,1846.17
2005-10-04,1827.96
2005-10-05,1801.40
2005-10-06,1794.04
2005-10-07,1800.71
2005-10-11,1784.22
2005-10-12,1773.60
2005-10-13,1772.36
2005-10-14,1787.01
2005-10-17,1792.33
2005-10-18,1774.32
2005-10-19,1801.01
2005-10-20,1774.02
2005-10-21,1776.73
2005-10-24,1806.59
2005-10-25,1802.30
2005-10-26,1794.56
2005-10-27,1776.00
2005-10-28,1805.56
2005-10-31,1818.50
2005-11-01,1812.11
2005-11-02,1830.43
2005-11-04,1839.16
2005-11-07,1843.27
2005-11-08,1837.80
2005-11-09,1841.00
2005-11-10,1856.90
2005-11-11,1862.56
2005-11-14,1861.25
2005-11-15,1854.28
2005-11-16,1857.97
2005-11-17,1875.49
2005-11-18,1883.99
2005-11-21,1893.93
2005-11-22,1903.66
2005-11-25,1914.40
2005-11-28,1898.37
2005-11-29,1898.74
2005-11-30,1887.28
2005-12-01,1910.23
2005-12-02,1910.86
2005-12-05,1906.42
2005-12-06,1908.89
2005-12-07,1899.69
2005-12-08,1897.57
2005-12-09,1902.92
2005-12-12,1904.59
2005-12-13,1915.30
2005-12-14,1923.43
2005-12-15,1920.85
2005-12-16,1915.40
2005-12-19,1904.21
2005-12-20,1903.81
2005-12-21,1908.65
2005-12-22,1917.16
2005-12-27,1899.93
2005-12-28,1902.73
2005-12-29,1897.19
2005-12-30,1887.93
2006-01-04,1926.38
2006-01-05,1926.43
2006-01-06,1945.00
2006-01-10,1951.53
2006-01-11,1958.56
2006-01-12,1946.28
2006-01-13,1948.64
2006-01-17,1941.57
2006-01-18,1934.21
2006-01-19,1944.98
2006-01-20,1909.35
2006-01-23,1912.91
2006-01-24,1917.54
2006-01-25,1914.28
2006-01-26,1928.17
2006-01-27,1943.34
2006-01-30,1945.66
2006-01-31,1937.93
2006-02-01,1941.75
2006-02-02,1924.67
2006-02-03,1914.50
2006-02-06,1916.04
2006-02-07,1900.58
2006-02-08,1917.84
2006-02-09,1915.10
2006-02-10,1920.00
2006-02-13,1914.02
2006-02-14,1933.46
2006-02-15,1940.68
2006-02-16,1955.06
2006-02-17,1951.83
2006-02-21,1945.45
2006-02-22,1960.26
2006-02-23,1953.37
2006-02-24,1956.14
2006-02-27,1963.58
2006-02-28,1943.19
2006-03-01,1959.76
2006-03-02,1956.60
2006-03-03,1953.74
2006-03-06,1940.20
2006-03-07,1936.68
2006-03-08,1941.17
2006-03-09,1931.73
2006-03-10,1945.92
2006-03-13,1950.39
2006-03-14,1970.65
2006-03-15,1979.21
2006-03-16,1982.76
2006-03-17,1985.69
2006-03-20,1982.40
2006-03-22,1982.40
2006-03-23,1977.29
2006-03-24,1979.24
2006-03-27,1977.19
2006-03-28,1964.47
2006-03-29,1979.51
2006-03-30,1975.60
2006-03-31,1967.38
2006-04-03,1971.92
2006-04-04,1984.47
2006-04-05,1993.21
2006-04-06,1989.87
2006-04-07,1969.30
2006-04-10,1971.02
2006-04-11,1956.11
2006-04-12,1958.49
2006-04-13,1960.01
2006-04-17,1954.25
2006-04-18,1988.18
2006-04-19,1991.84
2006-04-20,1994.23
2006-04-21,1993.99
2006-04-24,1989.20
2006-04-25,1979.51
2006-04-26,1985.28
2006-04-27,1992.39
2006-04-28,1993.79
2006-05-01,1985.55
2006-05-02,1997.75
2006-05-03,1989.97
2006-05-08,2015.84
2006-05-09,2016.59
2006-05-10,2013.99
2006-05-11,1988.56
2006-05-12,1966.27
2006-05-15,1971.45
2006-05-16,1967.79
2006-05-17,1935.18
2006-05-18,1922.32
2006-05-19,1930.27
2006-05-22,1922.72
2006-05-23,1914.38
2006-05-24,1917.48
2006-05-25,1939.52
2006-05-26,1950.87
2006-05-30,1920.09
2006-05-31,1936.41
2006-06-01,1960.28
2006-06-02,1964.11
2006-06-05,1929.23
2006-06-06,1927.13
2006-06-07,1915.77
2006-06-08,1918.59
2006-06-09,1910.01
2006-06-12,1885.81
2006-06-13,1866.92
2006-06-14,1876.67
2006-06-15,1916.56
2006-06-16,1909.52
2006-06-19,1892.12
2006-06-20,1892.13
2006-06-21,1910.62
2006-06-22,1900.98
2006-06-23,1899.32
2006-06-26,1908.56
2006-06-27,1891.24
2006-06-28,1901.98
2006-06-29,1943.08
2006-06-30,1939.03
2006-07-03,1954.49
2006-07-05,1940.55
2006-07-06,1945.90
2006-07-07,1932.75
2006-07-10,1935.61
2006-07-11,1943.66
2006-07-12,1922.62
2006-07-13,1897.73
2006-07-14,1888.43
2006-07-18,1889.48
2006-07-19,1924.74
2006-07-20,1908.42
2006-07-21,1894.94
2006-07-24,1926.50
2006-07-25,1938.68
2006-07-26,1937.96
2006-07-27,1930.32
2006-07-28,1953.86
2006-07-31,1950.99
2006-08-01,1942.22
2006-08-02,1954.18
2006-08-03,1957.41
2006-08-04,1956.05
2006-08-07,1950.63
2006-08-08,1944.22
2006-08-09,1936.30
2006-08-10,1945.61
2006-08-11,1938.13
2006-08-14,1940.50
2006-08-15,1967.26
2006-08-16,1982.81
2006-08-17,1986.04
2006-08-18,1993.43
2006-08-21,1986.11
2006-08-22,1988.10
2006-08-23,1979.35
2006-08-24,1984.09
2006-08-25,1982.81
2006-08-28,1993.06
2006-08-29,1997.20
2006-08-30,1998.08
2006-08-31,1997.42
2006-09-01,2008.47
2006-09-05,2012.00
2006-09-06,1992.42
2006-09-07,1982.93
2006-09-08,1990.44
2006-09-11,1991.49
2006-09-12,2012.32
2006-09-13,2020.49
2006-09-14,2017.86
2006-09-15,2023.35
2006-09-19,2021.00
2006-09-20,2031.59
2006-09-21,2021.08
2006-09-22,2016.09
2006-09-25,2033.87
2006-09-26,2049.20
2006-09-27,2049.97
2006-09-28,2053.93
2006-09-29,2048.89
2006-10-02,2041.99
2006-10-03,2046.28
2006-10-04,2071.45
2006-10-05,2076.63
2006-10-06,2071.05
2006-10-10,2077.01
2006-10-11,2071.90
2006-10-12,2091.69
2006-10-13,2095.97
2006-10-16,2101.26
2006-10-17,2093.58
2006-10-18,2096.71
2006-10-19,2098.32
2006-10-20,2100.86
2006-10-23,2113.82
2006-10-24,2114.36
2006-10-25,2121.83
2006-10-26,2132.39
2006-10-27,2114.65
2006-10-30,2115.63
2006-10-31,2115.65
2006-11-01,2100.36
2006-11-02,2100.21
2006-11-06,2119.53
2006-11-07,2124.28
2006-11-08,2129.22
2006-11-09,2118.32
2006-11-10,2122.26
2006-11-13,2128.17
2006-11-14,2141.95
2006-11-15,2147.60
2006-11-16,2152.57
2006-11-17,2154.80
2006-11-20,2153.76
2006-11-21,2157.42
2006-11-22,2162.65
2006-11-24,2154.96
2006-11-27,2125.67
2006-11-28,2133.52
2006-11-29,2154.09
2006-11-30,2155.89
2006-12-01,2149.85
2006-12-04,2169.00
2006-12-05,2177.75
2006-12-06,2175.45
2006-12-07,2166.87
2006-12-08,2170.84
2006-12-11,2175.80
2006-12-12,2173.58
2006-12-13,2176.52
2006-12-14,2195.59
2006-12-15,2198.07
2006-12-18,2190.97
2006-12-19,2195.80
2006-12-20,2192.76
2006-12-21,2185.21
2006-12-22,2173.90
2006-12-26,2183.38
2006-12-27,2199.15
2006-12-28,2196.00
2006-12-29,2186.13
2007-01-04,2186.60
2007-01-05,2173.29
2007-01-09,2177.68
2007-01-10,2182.15
2007-01-11,2196.02
2007-01-12,2206.68
2007-01-16,2208.48
2007-01-17,2206.70
2007-01-18,2200.20
2007-01-19,2206.60
2007-01-22,2195.00
2007-01-23,2202.77
2007-01-24,2221.56
2007-01-25,2196.54
2007-01-26,2193.89
2007-01-29,2191.71
2007-01-30,2204.40
2007-01-31,2219.19
2007-02-01,2231.61
2007-02-02,2235.39
2007-02-05,2233.44
2007-02-06,2235.02
2007-02-07,2239.05
2007-02-08,2236.46
2007-02-09,2220.72
2007-02-13,2230.80
2007-02-14,2248.40
2007-02-15,2250.97
2007-02-16,2249.06
2007-02-20,2255.48
2007-02-21,2252.43
2007-02-22,2251.03
2007-02-23,2243.26
2007-02-26,2240.73
2007-02-27,2163.11
2007-02-28,2175.78
2007-03-01,2170.17
2007-03-02,2145.43
2007-03-05,2125.34
2007-03-06,2158.36
2007-03-07,2153.65
2007-03-08,2169.14
2007-03-09,2170.62
2007-03-12,2176.50
2007-03-13,2132.76
2007-03-14,2147.18
2007-03-15,2155.18
2007-03-16,2146.93
2007-03-19,2170.33
2007-03-20,2184.10
2007-03-22,2220.68
2007-03-23,2223.12
2007-03-26,2225.26
2007-03-27,2211.52
2007-03-28,2194.38
2007-03-29,2202.68
2007-03-30,2200.12
2007-04-02,2205.85
2007-04-03,2226.76
2007-04-04,2229.25
2007-04-05,2236.71
2007-04-09,2238.03
2007-04-10,2243.93
2007-04-11,2229.44
2007-04-12,2243.30
2007-04-13,2251.12
2007-04-16,2275.35
2007-04-17,2280.01
2007-04-18,2281.61
2007-04-19,2278.91
2007-04-20,2300.08
2007-04-23,2294.82
2007-04-24,2294.02
2007-04-25,2317.50
2007-04-26,2315.91
2007-04-27,2315.70
2007-05-01,2303.68
2007-05-02,2318.84
2007-05-07,2340.68
2007-05-08,2338.14
2007-05-09,2346.30
2007-05-10,2313.94
2007-05-11,2336.48
2007-05-14,2332.43
2007-05-15,2329.61
2007-05-16,2350.40
2007-05-17,2348.44
2007-05-18,2363.97
2007-05-21,2367.63
2007-05-22,2366.10
2007-05-23,2363.29
2007-05-24,2340.64
2007-05-25,2353.42
2007-05-29,2357.39
2007-05-30,2377.09
2007-05-31,2377.75
2007-06-01,2386.63
2007-06-04,2391.13
2007-06-05,2378.44
2007-06-06,2357.95
2007-06-07,2316.63
2007-06-08,2342.98
2007-06-11,2345.27
2007-06-12,2320.22
2007-06-13,2356.02
2007-06-14,2367.52
2007-06-15,2382.97
2007-06-18,2380.09
2007-06-19,2384.25
2007-06-20,2351.87
2007-06-21,2366.92
2007-06-22,2336.41
2007-06-25,2328.91
2007-06-26,2321.46
2007-06-27,2342.84
2007-06-28,2341.90
2007-06-29,2338.25
2007-07-02,2363.28
2007-07-03,2372.22
2007-07-05,2373.07
2007-07-06,2381.59
2007-07-09,2383.80
2007-07-10,2349.98
2007-07-11,2363.72
2007-07-12,2408.79
2007-07-13,2416.28
2007-07-17,2411.41
2007-07-18,2406.69
2007-07-19,2417.50
2007-07-20,2387.96
2007-07-23,2399.64
2007-07-24,2352.12
2007-07-25,2363.12
2007-07-26,2307.98
2007-07-27,2271.41
2007-07-30,2294.75
2007-07-31,2265.75
2007-08-01,2282.30
2007-08-02,2292.79
2007-08-03,2231.98
2007-08-06,2285.93
2007-08-07,2300.10
2007-08-08,2333.24
2007-08-09,2264.50
2007-08-10,2265.36
2007-08-13,2264.58
2007-08-14,2223.70
2007-08-15,2193.40
2007-08-16,2200.61
2007-08-17,2254.68
2007-08-20,2254.07
2007-08-21,2256.52
2007-08-22,2283.08
2007-08-23,2280.68
2007-08-24,2307.22
2007-08-27,2287.62
2007-08-28,2234.02
2007-08-29,2283.58
2007-08-30,2274.16
2007-08-31,2299.71
2007-09-04,2323.83
2007-09-05,2298.16
2007-09-06,2308.34
2007-09-07,2269.32
2007-09-10,2266.51
2007-09-11,2297.41
2007-09-12,2298.14
2007-09-13,2317.63
2007-09-14,2318.11
2007-09-18,2373.63
2007-09-19,2388.15
2007-09-20,2372.61
2007-09-21,2383.55
2007-09-25,2370.26
2007-09-26,2383.53
2007-09-27,2392.92
2007-09-28,2385.72
2007-10-01,2417.44
2007-10-02,2416.83
2007-10-03,2406.30
2007-10-04,2411.41
2007-10-05,2435.16
2007-10-09,2447.03
2007-10-10,2443.02
2007-10-11,2430.55
2007-10-12,2442.12
2007-10-15,2421.67
2007-10-16,2405.76
2007-10-17,2410.22
2007-10-18,2408.46
2007-10-19,2346.78
2007-10-22,2355.74
2007-10-23,2376.47
2007-10-24,2370.71
2007-10-25,2368.43
2007-10-26,2401.07
2007-10-29,2410.33
2007-10-30,2394.81
2007-10-31,2423.67
2007-11-01,2360.21
2007-11-02,2362.21
2007-11-05,2350.69
2007-11-06,2379.05
2007-11-07,2310.41
2007-11-08,2309.18
2007-11-09,2276.26
2007-11-12,2253.53
2007-11-13,2319.86
2007-11-14,2304.06
2007-11-15,2273.73
2007-11-16,2285.67
2007-11-19,2245.81
2007-11-20,2256.02
2007-11-21,2220.21
2007-11-26,2205.49
2007-11-27,2238.52
2007-11-28,2303.17
2007-11-29,2304.43
2007-11-30,2322.34
2007-12-03,2308.74
2007-12-04,2293.65
2007-12-05,2329.71
2007-12-06,2364.97
2007-12-07,2360.79
2007-12-10,2378.60
2007-12-11,2318.51
2007-12-12,2332.85
2007-12-13,2335.79
2007-12-14,2303.79
2007-12-17,2269.24
2007-12-18,2283.50
2007-12-19,2280.47
2007-12-20,2292.23
2007-12-21,2330.81
2007-12-26,2351.60
2007-12-27,2318.72
2007-12-28,2322.11
2008-01-04,2217.59
2008-01-07,2224.76
2008-01-08,2184.67
2008-01-09,2214.60
2008-01-10,2232.24
2008-01-11,2202.03
2008-01-15,2170.51
2008-01-16,2158.57
2008-01-17,2095.86
2008-01-18,2083.24
2008-01-22,2060.15
2008-01-23,2104.37
2008-01-24,2125.60
2008-01-25,2091.88
2008-01-28,2128.64
2008-01-29,2141.85
2008-01-30,2131.78
2008-01-31,2167.90
2008-02-01,2194.43
2008-02-04,2171.51
2008-02-05,2102.23
2008-02-06,2087.05
2008-02-07,2104.02
2008-02-08,2095.21
2008-02-12,2123.06
2008-02-13,2152.76
2008-02-14,2123.94
2008-02-15,2125.85
2008-02-19,2124.12
2008-02-20,2141.95
2008-02-21,2115.13
2008-02-22,2132.02
2008-02-25,2161.51
2008-02-26,2176.48
2008-02-27,2175.00
2008-02-28,2155.81
2008-02-29,2097.47
2008-03-03,2098.64
2008-03-04,2091.42
2008-03-05,2103.42
2008-03-06,2057.44
2008-03-07,2040.17
2008-03-10,2008.71
2008-03-11,2083.36
2008-03-12,2065.21
2008-03-13,2075.88
2008-03-14,2032.79
2008-03-17,2014.88
2008-03-18,2100.38
2008-03-19,2049.40
2008-03-24,2130.62
2008-03-25,2135.54
2008-03-26,2116.93
2008-03-27,2093.11
2008-03-28,2076.56
2008-03-31,2088.42
2008-04-01,2163.38
2008-04-02,2159.63
2008-04-03,2162.46
2008-04-04,2164.21
2008-04-07,2167.61
2008-04-08,2157.28
2008-04-09,2139.99
2008-04-10,2149.67
2008-04-11,2106.01
2008-04-14,2098.92
2008-04-15,2108.59
2008-04-16,2156.67
2008-04-17,2158.08
2008-04-18,2197.24
2008-04-21,2193.87
2008-04-22,2174.59
2008-04-23,2180.91
2008-04-24,2194.96
2008-04-25,2209.25
2008-04-28,2207.02
2008-04-30,2190.13
2008-05-01,2228.09
2008-05-02,2235.30
2008-05-07,2202.77
2008-05-08,2210.95
2008-05-09,2196.54
2008-05-12,2220.81
2008-05-13,2220.46
2008-05-14,2229.74
2008-05-15,2253.76
2008-05-16,2256.63
2008-05-19,2258.74
2008-05-20,2237.79
2008-05-21,2202.02
2008-05-22,2208.20
2008-05-23,2179.05
2008-05-27,2193.98
2008-05-28,2203.10
2008-05-29,2215.12
2008-05-30,2218.50
2008-06-02,2195.27
2008-06-03,2182.65
2008-06-04,2183.01
2008-06-05,2225.74
2008-06-06,2157.24
2008-06-09,2159.03
2008-06-10,2153.77
2008-06-11,2117.84
2008-06-12,2124.94
2008-06-13,2156.96
2008-06-16,2157.14
2008-06-17,2142.55
2008-06-18,2121.78
2008-06-19,2130.30
2008-06-20,2090.81
2008-06-23,2090.94
2008-06-24,2085.08
2008-06-25,2097.36
2008-06-26,2036.40
2008-06-27,2028.89
2008-06-30,2031.47
2008-07-01,2039.66
2008-07-02,2002.64
2008-07-03,2004.87
2008-07-07,1988.09
2008-07-08,2022.83
2008-07-09,1976.97
2008-07-10,1990.78
2008-07-11,1968.86
2008-07-14,1951.08
2008-07-15,1929.85
2008-07-16,1978.47
2008-07-17,2002.30
2008-07-18,2002.88
2008-07-22,2028.91
2008-07-23,2037.15
2008-07-24,1990.09
2008-07-25,1998.41
2008-07-28,1961.23
2008-07-29,2007.21
2008-07-30,2040.81
2008-07-31,2014.39
2008-08-01,2003.16
2008-08-04,1985.23
2008-08-05,2042.44
2008-08-06,2050.23
2008-08-07,2013.66
2008-08-08,2061.77
2008-08-11,2076.59
2008-08-12,2051.66
2008-08-13,2046.35
2008-08-14,2057.72
2008-08-15,2066.36
2008-08-18,2035.30
2008-08-19,2016.52
2008-08-20,2029.15
2008-08-21,2034.35
2008-08-22,2057.64
2008-08-25,2017.27
2008-08-26,2024.72
2008-08-27,2041.24
2008-08-28,2071.86
2008-08-29,2043.53
2008-09-02,2035.24
2008-09-03,2032.13
2008-09-04,1971.37
2008-09-05,1980.18
2008-09-08,2021.13
2008-09-09,1952.14
2008-09-10,1964.25
2008-09-11,1992.00
2008-09-12,1996.25
2008-09-16,1935.49
2008-09-17,1844.31
2008-09-18,1924.85
2008-09-19,2002.32
2008-09-22,1925.85
2008-09-24,1892.05
2008-09-25,1929.24
2008-09-26,1935.79
2008-09-29,1765.72
2008-09-30,1861.44
2008-10-01,1853.26
2008-10-02,1778.90
2008-10-03,1754.91
2008-10-06,1687.33
2008-10-07,1590.51
2008-10-08,1573.34
2008-10-09,1453.52
2008-10-10,1436.56
2008-10-14,1594.41
2008-10-15,1450.50
2008-10-16,1512.21
2008-10-17,1502.84
2008-10-20,1574.50
2008-10-21,1526.02
2008-10-22,1433.22
2008-10-23,1451.37
2008-10-24,1401.29
2008-10-27,1356.78
2008-10-28,1503.16
2008-10-29,1486.73
2008-10-30,1525.37
2008-10-31,1548.81
2008-11-04,1608.00
2008-11-05,1524.21
2008-11-06,1448.01
2008-11-07,1490.31
2008-11-10,1471.64
2008-11-11,1439.22
2008-11-12,1365.15
2008-11-13,1459.82
2008-11-14,1399.20
2008-11-17,1363.14
2008-11-18,1376.81
2008-11-19,1292.76
2008-11-20,1206.04
2008-11-21,1282.59
2008-11-25,1374.79
2008-11-26,1423.90
2008-11-28,1437.68
2008-12-01,1309.39
2008-12-02,1361.79
2008-12-03,1397.72
2008-12-04,1356.81
2008-12-05,1406.36
2008-12-08,1460.60
2008-12-09,1426.88
2008-12-10,1444.00
2008-12-11,1403.20
2008-12-12,1413.07
2008-12-15,1395.21
2008-12-16,1466.87
2008-12-17,1452.88
2008-12-18,1422.19
2008-12-19,1426.39
2008-12-22,1400.42
2008-12-24,1395.75
2008-12-26,1403.22
2008-12-29,1398.25
2008-12-30,1432.65
2009-01-05,1492.21
2009-01-06,1503.87
2009-01-07,1459.58
2009-01-08,1464.60
2009-01-09,1433.41
2009-01-13,1403.63
2009-01-14,1356.79
2009-01-15,1358.64
2009-01-16,1368.92
2009-01-20,1296.63
2009-01-21,1353.33
2009-01-22,1332.84
2009-01-23,1340.02
2009-01-26,1347.47
2009-01-27,1362.18
2009-01-28,1408.07
2009-01-29,1361.54
2009-01-30,1330.51
2009-02-02,1329.81
2009-02-03,1350.88
2009-02-04,1341.77
2009-02-05,1363.82
2009-02-06,1401.06
2009-02-09,1403.19
2009-02-10,1334.30
2009-02-12,1348.15
2009-02-13,1334.83
2009-02-17,1274.26
2009-02-18,1273.29
2009-02-19,1258.82
2009-02-20,1244.72
2009-02-23,1201.56
2009-02-24,1249.76
2009-02-25,1236.74
2009-02-26,1217.49
2009-02-27,1188.84
2009-03-02,1133.43
2009-03-03,1126.18
2009-03-04,1153.35
2009-03-05,1104.38
2009-03-06,1106.00
2009-03-09,1095.04
2009-03-10,1164.83
2009-03-11,1168.07
2009-03-12,1215.87
2009-03-13,1225.32
2009-03-16,1221.03
2009-03-17,1260.29
2009-03-18,1286.62
2009-03-19,1269.92
2009-03-23,1333.21
2009-03-24,1306.03
2009-03-25,1318.61
2009-03-26,1349.37
2009-03-27,1322.19
2009-03-30,1276.22
2009-03-31,1292.98
2009-04-01,1314.63
2009-04-02,1352.47
2009-04-03,1365.66
2009-04-06,1354.36
2009-04-07,1322.91
2009-04-08,1338.53
2009-04-09,1389.49
2009-04-13,1393.13
2009-04-14,1365.20
2009-04-15,1382.36
2009-04-16,1403.89
2009-04-17,1410.85
2009-04-20,1350.52
2009-04-21,1379.22
2009-04-22,1368.92
2009-04-23,1382.52
2009-04-24,1405.74
2009-04-27,1391.58
2009-04-28,1387.82
2009-04-30,1416.73
2009-05-01,1424.41
2009-05-07,1473.66
2009-05-08,1509.14
2009-05-11,1477.20
2009-05-12,1475.83
2009-05-13,1436.74
2009-05-14,1451.79
2009-05-15,1435.48
2009-05-18,1479.24
2009-05-19,1476.94
2009-05-20,1469.47
2009-05-21,1445.28
2009-05-22,1443.14
2009-05-26,1481.10
2009-05-27,1453.28
2009-05-28,1475.94
2009-05-29,1495.97
2009-06-01,1534.65
2009-06-02,1537.69
2009-06-03,1516.88
2009-06-04,1534.59
2009-06-05,1530.82
2009-06-08,1529.59
2009-06-09,1535.03
2009-06-10,1529.76
2009-06-11,1539.50
2009-06-12,1541.70
2009-06-15,1505.06
2009-06-16,1485.92
2009-06-17,1483.90
2009-06-18,1496.59
2009-06-19,1501.25
2009-06-22,1455.54
2009-06-23,1458.92
2009-06-24,1468.48
2009-06-25,1499.98
2009-06-26,1498.08
2009-06-29,1511.70
2009-06-30,1498.94
2009-07-01,1505.64
2009-07-02,1461.80
2009-07-06,1465.58
2009-07-07,1436.74
2009-07-08,1435.20
2009-07-09,1440.30
2009-07-10,1434.50
2009-07-13,1470.43
2009-07-14,1478.24
2009-07-15,1522.09
2009-07-16,1535.30
2009-07-17,1534.70
2009-07-21,1557.91
2009-07-22,1557.37
2009-07-23,1593.65
2009-07-24,1598.50
2009-07-27,1603.26
2009-07-28,1599.09
2009-07-29,1592.00
2009-07-30,1611.14
2009-07-31,1612.31
2009-08-03,1637.06
2009-08-04,1642.03
2009-08-05,1637.81
2009-08-06,1628.82
2009-08-07,1650.73
2009-08-10,1645.26
2009-08-11,1624.91
2009-08-12,1644.23
2009-08-13,1655.66
2009-08-14,1641.54
2009-08-17,1602.06
2009-08-18,1618.60
2009-08-19,1629.92
2009-08-20,1647.85
2009-08-21,1678.84
2009-08-24,1677.94
2009-08-25,1681.92
2009-08-26,1682.29
2009-08-27,1687.16
2009-08-28,1684.05
2009-08-31,1670.52
2009-09-01,1633.63
2009-09-02,1628.66
2009-09-03,1642.68
2009-09-04,1664.34
2009-09-08,1679.32
2009-09-09,1692.48
2009-09-10,1710.14
2009-09-11,1708.19
2009-09-14,1719.04
2009-09-15,1724.45
2009-09-16,1750.91
2009-09-17,1745.80
2009-09-18,1750.43
