Date,Close,sigma2
2001-05-30,1746.11,0.000134
2001-05-31,1757.09,0.000167
2001-06-01,1763.87,0.000148
2001-06-04,1772.91,0.000135
2001-06-05,1795.96,0.000120
2001-06-06,1777.25,0.000103
2001-06-07,1786.99,0.000120
2001-06-08,1770.21,0.000107
2001-06-11,1755.42,0.000121
2001-06-12,1757.48,0.000133
2001-06-13,1737.94,0.000124
2001-06-14,1707.56,0.000144
2001-06-15,1699.85,0.000185
2001-06-18,1691.59,0.000186
2001-06-19,1697.41,0.000187
2001-06-20,1712.26,0.000171
2001-06-21,1731.75,0.000149
2001-06-22,1715.39,0.000127
2001-06-25,1705.94,0.000142
2001-06-26,1703.37,0.000146
2001-06-27,1695.61,0.000142
2001-06-28,1716.81,0.000144
2001-06-29,1714.32,0.000123
2001-07-02,1731.53,0.000119
2001-07-03,1728.65,0.000103
2001-07-05,1707.68,0.000101
2001-07-06,1667.90,0.000123
2001-07-09,1679.40,0.000186
2001-07-10,1655.30,0.000165
2001-07-11,1653.54,0.000195
2001-07-12,1692.73,0.000187
2001-07-13,1703.31,0.000159
2001-07-16,1684.77,0.000141
2001-07-17,1701.57,0.000160
2001-07-18,1692.27,0.000138
2001-07-19,1702.52,0.000143
2001-07-20,1696.67,0.000127
2001-07-23,1668.90,0.000127
2001-07-24,1641.76,0.000163
2001-07-25,1668.16,0.000201
2001-07-26,1685.62,0.000170
2001-07-27,1689.78,0.000147
2001-07-30,1688.03,0.000135
2001-07-31,1697.44,0.000130
2001-08-01,1704.24,0.000116
2001-08-02,1711.17,0.000105
2001-08-03,1702.43,0.000095
2001-08-06,1683.03,0.000099
2001-08-07,1688.60,0.000119
2001-08-08,1659.58,0.000109
2001-08-09,1659.76,0.000147
2001-08-10,1669.21,0.000139
2001-08-13,1670.96,0.000124
2001-08-14,1664.61,0.000116
2001-08-15,1652.71,0.000118
2001-08-16,1657.88,0.000127
2001-08-17,1630.34,0.000116
2001-08-20,1643.59,0.000152
2001-08-21,1623.74,0.000133
2001-08-22,1635.16,0.000156
2001-08-23,1630.66,0.000137
2001-08-24,1662.74,0.000136
2001-08-27,1654.72,0.000116
2001-08-28,1629.91,0.000119
2001-08-29,1612.05,0.000150
2001-08-30,1584.77,0.000170
2001-08-31,1591.18,0.000210
2001-09-04,1590.29,0.000191
2001-09-05,1588.93,0.000182
2001-09-06,1553.41,0.000174
2001-09-07,1524.47,0.000237
2001-09-10,1533.98,0.000286
2001-09-17,1458.99,0.000257
2001-09-18,1450.54,0.000499
2001-09-19,1427.24,0.000491
2001-09-20,1382.93,0.000530
2001-09-21,1356.61,0.000662
2001-09-24,1409.50,0.000716
2001-09-25,1421.91,0.000600
2001-09-26,1415.01,0.000536
2001-09-27,1431.29,0.000522
2001-09-28,1462.69,0.000459
2001-10-01,1459.33,0.000388
2001-10-02,1477.29,0.000373
2001-10-03,1507.03,0.000324
2001-10-04,1503.31,0.000274
2001-10-05,1506.11,0.000265
2001-10-08,1493.54,0.000245
2001-10-09,1485.63,0.000255
2001-10-10,1519.77,0.000255
2001-10-11,1542.98,0.000215
2001-10-12,1534.86,0.000182
2001-10-15,1532.52,0.000185
2001-10-16,1543.15,0.000178
2001-10-17,1514.50,0.000158
2001-10-18,1502.61,0.000204
2001-10-19,1509.46,0.000213
2001-10-22,1532.55,0.000193
2001-10-23,1525.35,0.000163
2001-10-24,1525.96,0.000165
2001-10-25,1546.90,0.000156
2001-10-26,1553.26,0.000132
2001-10-29,1516.39,0.000120
2001-10-30,1490.44,0.000185
2001-10-31,1490.58,0.000226
2001-11-01,1524.96,0.000214
2001-11-02,1529.35,0.000180
2001-11-05,1551.39,0.000166
2001-11-06,1573.93,0.000140
2001-11-07,1570.16,0.000119
2001-11-08,1574.09,0.000118
2001-11-09,1576.61,0.000108
2001-11-12,1573.82,0.000101
2001-11-13,1603.27,0.000099
2001-11-14,1606.64,0.000086
2001-11-15,1608.09,0.000079
2001-11-16,1603.17,0.000075
2001-11-19,1620.66,0.000077
2001-11-20,1608.90,0.000066
2001-11-21,1601.02,0.000075
2001-11-23,1619.78,0.000080
2001-11-26,1629.76,0.000068
2001-11-27,1618.62,0.000060
2001-11-28,1589.38,0.000069
2001-11-29,1605.99,0.000107
2001-11-30,1604.92,0.000092
2001-12-03,1591.48,0.000089
2001-12-04,1612.46,0.000101
2001-12-05,1649.00,0.000086
2001-12-06,1644.48,0.000078
2001-12-07,1632.10,0.000079
2001-12-10,1606.23,0.000089
2001-12-11,1601.76,0.000122
2001-12-12,1602.45,0.000121
2001-12-13,1577.58,0.000114
2001-12-14,1582.81,0.000147
2001-12-17,1598.74,0.000134
2001-12-18,1610.83,0.000116
2001-12-19,1620.27,0.000101
2001-12-20,1606.91,0.000090
2001-12-21,1613.94,0.000101
2001-12-24,1613.60,0.000091
2001-12-26,1620.26,0.000087
2001-12-27,1631.69,0.000079
2001-12-28,1637.23,0.000069
2001-12-31,1618.98,0.000063
2002-01-02,1628.51,0.000081
2002-01-03,1643.48,0.000071
2002-01-04,1653.69,0.000062
2002-01-07,1642.95,0.000054
2002-01-08,1637.48,0.000062
2002-01-09,1629.70,0.000065
2002-01-10,1631.72,0.000069
2002-01-11,1616.35,0.000065
2002-01-14,1606.20,0.000079
2002-01-15,1617.18,0.000086
2002-01-16,1591.04,0.000076
2002-01-17,1607.02,0.000108
2002-01-18,1591.08,0.000093
2002-01-22,1579.41,0.000109
2002-01-23,1591.94,0.000118
2002-01-24,1597.55,0.000103
2002-01-25,1599.14,0.000094
2002-01-28,1598.86,0.000088
2002-01-29,1553.23,0.000085
2002-01-30,1571.69,0.000167
2002-01-31,1595.35,0.000143
2002-02-01,1584.06,0.000121
2002-02-04,1544.89,0.000130
2002-02-05,1538.70,0.000200
2002-02-06,1529.67,0.000199
2002-02-07,1525.26,0.000202
2002-02-08,1547.94,0.000198
2002-02-11,1570.21,0.000168
2002-02-12,1563.95,0.000143
2002-02-13,1580.03,0.000143
2002-02-14,1577.29,0.000124
2002-02-15,1559.97,0.000121
2002-02-19,1530.58,0.000140
2002-02-20,1551.37,0.000186
