date,sp500,tnote10
2004-05-10,1595.38,1.2165
2004-05-11,1607.94,1.2208
2004-05-12,1611.15,1.2150
2004-05-13,1610.05,1.2105
2004-05-14,1609.12,1.2172
2004-05-17,1592.23,1.2273
2004-05-18,1603.14,1.2232
2004-05-19,1599.29,1.2208
2004-05-20,1600.06,1.2291
2004-05-21,1606.49,1.2241
2004-05-24,1609.22,1.2271
2004-05-25,1635.14,1.2284
2004-05-26,1638.16,1.2330
2004-05-27,1647.65,1.2393
2004-05-28,1646.80,1.2341
2004-06-01,1647.57,1.2306
2004-06-02,1653.67,1.2269
2004-06-03,1641.43,1.2299
2004-06-04,1650.08,1.2232
2004-06-07,1676.48,1.2250
2004-06-08,1679.21,1.2248
2004-06-09,1663.38,1.2209
2004-06-10,1671.02,1.2221
2004-06-14,1655.00,1.2162
2004-06-15,1664.92,1.2342
2004-06-16,1667.23,1.2295
2004-06-17,1665.02,1.2339
2004-06-18,1669.39,1.2314
2004-06-21,1662.46,1.2340
2004-06-22,1668.55,1.2314
2004-06-23,1682.75,1.2333
2004-06-24,1678.07,1.2383
2004-06-25,1668.93,1.2388
2004-06-28,1667.61,1.2302
2004-06-29,1671.84,1.2352
2004-06-30,1678.83,1.2454
2004-07-01,1661.53,1.2473
2004-07-02,1656.33,1.2574
2004-07-06,1642.84,1.2567
2004-07-07,1646.36,1.2569
2004-07-08,1632.89,1.2570
2004-07-09,1638.42,1.2585
2004-07-12,1640.73,1.2605
2004-07-13,1641.96,1.2586
2004-07-14,1636.62,1.2574
2004-07-15,1629.58,1.2574
2004-07-16,1621.81,1.2701
2004-07-19,1621.09,1.2708
2004-07-20,1632.52,1.2618
2004-07-21,1610.88,1.2595
2004-07-22,1615.27,1.2617
2004-07-23,1599.62,1.2636
2004-07-26,1596.48,1.2585
2004-07-27,1612.33,1.2468
2004-07-28,1613.50,1.2495
2004-07-29,1621.35,1.2510
2004-07-30,1623.26,1.2605
2004-08-02,1630.48,1.2635
2004-08-03,1620.28,1.2655
2004-08-04,1619.00,1.2663
2004-08-05,1592.64,1.2685
2004-08-06,1568.07,1.2866
2004-08-09,1569.96,1.2829
2004-08-10,1590.35,1.2798
2004-08-11,1586.43,1.2823
2004-08-12,1567.95,1.2841
2004-08-13,1570.44,1.2879
2004-08-16,1591.94,1.2848
2004-08-17,1595.57,1.2912
2004-08-18,1615.72,1.2866
2004-08-19,1609.97,1.2889
2004-08-20,1620.47,1.2877
2004-08-23,1616.68,1.2832
2004-08-24,1617.46,1.2843
2004-08-25,1630.49,1.2854
2004-08-26,1630.68,1.2902
2004-08-27,1634.83,1.2892
2004-08-30,1622.28,1.2944
2004-08-31,1629.83,1.3011
2004-09-01,1632.82,1.3007
2004-09-02,1651.14,1.2916
2004-09-03,1644.25,1.2840
2004-09-07,1655.65,1.2900
2004-09-08,1648.52,1.2976
2004-09-09,1651.65,1.2943
2004-09-10,1659.84,1.2956
2004-09-13,1663.10,1.3005
2004-09-14,1666.82,1.3018
2004-09-15,1655.10,1.2987
2004-09-16,1659.78,1.3082
2004-09-17,1667.25,1.3036
2004-09-20,1657.88,1.3098
2004-09-21,1668.39,1.3118
2004-09-22,1645.17,1.3177
2004-09-23,1637.82,1.3144
2004-09-24,1640.40,1.3135
2004-09-27,1630.67,1.3177
2004-09-28,1640.62,1.3168
2004-09-29,1647.79,1.3076
2004-09-30,1647.48,1.3047
2004-10-01,1672.49,1.2980
2004-10-04,1678.10,1.3005
2004-10-05,1677.09,1.2998
2004-10-06,1688.83,1.2949
2004-10-07,1672.08,1.2931
2004-10-08,1659.51,1.3045
2004-10-12,1659.07,1.3087
2004-10-13,1647.13,1.3133
2004-10-14,1631.81,1.3176
2004-10-15,1639.08,1.3133
2004-10-18,1647.70,1.3152
2004-10-19,1631.74,1.3168
2004-10-20,1632.49,1.3219
2004-10-21,1636.76,1.3207
2004-10-22,1620.85,1.3232
2004-10-25,1619.48,1.3235
2004-10-26,1643.57,1.3208
2004-10-27,1665.01,1.3117
2004-10-28,1668.55,1.3157
2004-10-29,1672.65,1.3192
2004-11-01,1673.11,1.3139
2004-11-02,1673.16,1.3162
2004-11-03,1692.22,1.3146
2004-11-04,1719.64,1.3147
2004-11-05,1726.34,1.3044
2004-11-08,1724.59,1.3004
2004-11-09,1724.08,1.2998
2004-11-10,1722.67,1.2983
2004-11-12,1754.33,1.3047
2004-11-15,1753.99,1.3045
2004-11-16,1741.72,1.3024
2004-11-17,1751.57,1.3106
2004-11-18,1753.97,1.3134
2004-11-19,1734.45,1.3037
2004-11-22,1744.71,1.3063
2004-11-23,1744.31,1.3053
2004-11-24,1751.55,1.3042
2004-11-26,1753.09,1.3005
2004-11-29,1747.34,1.2925
2004-11-30,1740.33,1.2905
2004-12-01,1766.90,1.2902
2004-12-02,1765.37,1.2861
2004-12-03,1766.63,1.2993
2004-12-06,1765.33,1.3032
2004-12-07,1745.84,1.3031
2004-12-08,1754.75,1.3122
2004-12-09,1764.35,1.3085
2004-12-10,1762.51,1.3097
2004-12-13,1778.54,1.3103
2004-12-14,1785.51,1.3132
2004-12-15,1789.14,1.3175
2004-12-16,1785.51,1.3079
2004-12-17,1772.19,1.3063
2004-12-20,1772.87,1.3083
2004-12-21,1788.93,1.3101
2004-12-22,1795.66,1.3076
2004-12-23,1796.49,1.3057
2004-12-27,1788.76,1.2997
2004-12-28,1801.58,1.3002
2004-12-29,1801.71,1.2973
2004-12-30,1801.98,1.3040
2004-12-31,1799.55,1.3078
2005-01-03,1784.96,1.3080
2005-01-04,1764.30,1.3012
2005-01-05,1758.07,1.3027
2005-01-06,1764.63,1.3042
2005-01-07,1762.12,1.3041
2005-01-10,1768.17,1.3039
2005-01-11,1757.51,1.3075
2005-01-12,1764.72,1.3082
2005-01-13,1749.48,1.3145
2005-01-14,1759.98,1.3102
2005-01-18,1777.04,1.3127
2005-01-19,1760.28,1.3144
2005-01-20,1746.61,1.3150
2005-01-21,1735.43,1.3173
2005-01-24,1729.33,1.3198
2005-01-25,1736.25,1.3130
2005-01-26,1744.72,1.3137
2005-01-27,1745.58,1.3121
2005-01-28,1740.96,1.3186
2005-01-31,1755.68,1.3200
2005-02-01,1767.79,1.3192
2005-02-02,1773.63,1.3194
2005-02-03,1769.26,1.3175
2005-02-04,1788.82,1.3253
2005-02-07,1786.92,1.3290
2005-02-08,1788.16,1.3315
2005-02-09,1773.28,1.3327
2005-02-10,1780.80,1.3267
2005-02-11,1793.54,1.3262
2005-02-14,1794.98,1.3280
2005-02-15,1801.06,1.3257
2005-02-16,1801.59,1.3206
2005-02-17,1787.41,1.3187
2005-02-18,1788.65,1.3111
2005-02-22,1762.76,1.3092
2005-02-23,1772.76,1.3118
2005-02-24,1787.34,1.3095
2005-02-25,1804.17,1.3111
2005-02-28,1792.63,1.3019
2005-03-01,1802.79,1.3025
2005-03-02,1802.92,1.3016
2005-03-03,1803.51,1.3014
2005-03-04,1820.88,1.3076
2005-03-07,1825.70,1.3089
2005-03-08,1817.12,1.3016
2005-03-09,1798.79,1.2902
2005-03-10,1802.20,1.2945
2005-03-11,1789.01,1.2884
2005-03-14,1799.14,1.2919
2005-03-15,1785.61,1.2890
2005-03-16,1771.35,1.2923
2005-03-17,1774.55,1.2958
2005-03-18,1773.72,1.2927
2005-03-21,1764.98,1.2916
2005-03-22,1747.03,1.2822
2005-03-23,1748.28,1.2864
2005-03-24,1746.62,1.2859
2005-03-28,1750.89,1.2826
2005-03-29,1737.94,1.2880
2005-03-30,1762.09,1.2908
2005-03-31,1760.89,1.2981
2005-04-01,1749.45,1.3014
2005-04-04,1754.43,1.3012
2005-04-05,1762.32,1.3003
2005-04-06,1766.69,1.3051
2005-04-07,1777.35,1.2992
2005-04-08,1762.52,1.3004
2005-04-11,1762.56,1.3050
2005-04-12,1772.44,1.3133
2005-04-13,1751.77,1.3124
2005-04-14,1734.25,1.3172
2005-04-15,1705.26,1.3259
2005-04-18,1710.27,1.3226
2005-04-19,1720.43,1.3299
2005-04-20,1697.74,1.3321
2005-04-21,1731.27,1.3207
2005-04-22,1719.66,1.3259
2005-04-25,1734.56,1.3262
2005-04-26,1719.09,1.3246
2005-04-27,1726.21,1.3290
2005-04-28,1707.13,1.3377
2005-04-29,1727.49,1.3320
2005-05-02,1735.43,1.3337
2005-05-03,1733.95,1.3366
2005-05-04,1755.92,1.3344
2005-05-05,1751.47,1.3381
2005-05-06,1749.65,1.3265
2005-05-09,1760.87,1.3249
2005-05-10,1742.06,1.3332
2005-05-11,1750.26,1.3344
2005-05-12,1732.89,1.3371
2005-05-13,1725.15,1.3404
2005-05-16,1742.74,1.3400
2005-05-17,1755.10,1.3416
2005-05-18,1773.01,1.3443
2005-05-19,1781.28,1.3419
2005-05-20,1778.59,1.3408
2005-05-23,1785.46,1.3481
2005-05-24,1785.80,1.3514
2005-05-25,1779.81,1.3453
2005-05-26,1791.41,1.3463
2005-05-27,1793.34,1.3469
2005-05-31,1782.46,1.3571
2005-06-01,1799.15,1.3664
2005-06-02,1802.19,1.3656
2005-06-03,1789.83,1.3579
2005-06-06,1792.14,1.3612
2005-06-07,1791.89,1.3659
2005-06-08,1788.30,1.3635
2005-06-09,1797.72,1.3624
2005-06-10,1793.51,1.3528
2005-06-13,1798.07,1.3497
2005-06-14,1802.73,1.3482
2005-06-15,1806.78,1.3488
2005-06-16,1813.35,1.3520
2005-06-17,1822.35,1.3519
2005-06-20,1821.06,1.3490
2005-06-21,1817.36,1.3559
2005-06-22,1817.80,1.3651
2005-06-23,1798.49,1.3642
2005-06-24,1784.77,1.3675
2005-06-27,1783.45,1.3697
2005-06-28,1800.07,1.3637
2005-06-29,1797.73,1.3628
2005-06-30,1784.99,1.3694
2005-07-01,1789.85,1.3582
2005-07-05,1805.68,1.3521
2005-07-06,1791.05,1.3556
2005-07-07,1795.55,1.3567
2005-07-08,1816.52,1.3542
2005-07-11,1827.91,1.3542
2005-07-12,1832.15,1.3497
2005-07-13,1833.98,1.3486
2005-07-14,1838.80,1.3469
2005-07-15,1840.93,1.3481
2005-07-18,1830.75,1.3433
2005-07-19,1843.07,1.3468
2005-07-20,1852.02,1.3492
2005-07-21,1839.80,1.3392
2005-07-22,1849.81,1.3445
2005-07-25,1842.85,1.3421
2005-07-26,1846.04,1.3441
2005-07-27,1854.72,1.3418
2005-07-28,1865.64,1.3479
2005-07-29,1851.37,1.3402
2005-08-01,1853.13,1.3378
2005-08-02,1866.28,1.3358
2005-08-03,1868.06,1.3400
2005-08-04,1854.30,1.3383
2005-08-05,1840.19,1.3315
2005-08-08,1835.37,1.3289
2005-08-09,1847.76,1.3321
2005-08-10,1845.16,1.3319
2005-08-11,1858.43,1.3388
2005-08-12,1847.31,1.3439
2005-08-15,1852.78,1.3406
2005-08-16,1830.99,1.3483
2005-08-17,1832.82,1.3426
2005-08-18,1831.09,1.3489
2005-08-19,1832.29,1.3486
2005-08-22,1835.32,1.3492
2005-08-23,1829.11,1.3518
2005-08-24,1817.22,1.3532
2005-08-25,1821.46,1.3544
2005-08-26,1810.52,1.3520
2005-08-29,1821.56,1.3541
2005-08-30,1815.97,1.3611
2005-08-31,1834.48,1.3690
2005-09-01,1836.37,1.3678
2005-09-02,1831.06,1.3677
2005-09-06,1854.23,1.3632
2005-09-07,1859.00,1.3591
2005-09-08,1852.00,1.3583
2005-09-09,1866.74,1.3611
2005-09-12,1865.45,1.3568
2005-09-13,1851.87,1.3608
2005-09-14,1845.84,1.3580
2005-09-15,1846.76,1.3531
2005-09-16,1862.11,1.3480
2005-09-19,1851.74,1.3511
2005-09-20,1837.20,1.3515
2005-09-21,1820.49,1.3582
2005-09-22,1827.54,1.3580
2005-09-23,1828.54,1.3512
2005-09-26,1829.05,1.3472
2005-09-27,1829.13,1.3486
2005-09-28,1831.32,1.3511
2005-09-29,1847.62,1.3476
2005-09-30,1849.33,1.3445
2005-10-03,1846.17,1.3399
2005-10-04,1827.96,1.3420
2005-10-05,1801.40,1.3436
2005-10-06,1794.04,1.3398
2005-10-07,1800.71,1.3430
2005-10-11,1784.22,1.3404
2005-10-12,1773.60,1.3355
2005-10-13,1772.36,1.3338
2005-10-14,1787.01,1.3323
2005-10-17,1792.33,1.3317
2005-10-18,1774.32,1.3336
2005-10-19,1801.01,1.3346
2005-10-20,1774.02,1.3373
2005-10-21,1776.73,1.3420
2005-10-24,1806.59,1.3368
2005-10-25,1802.30,1.3293
2005-10-26,1794.56,1.3248
2005-10-27,1776.01,1.3281
2005-10-28,1805.56,1.3267
2005-10-31,1818.50,1.3285
2005-11-01,1812.11,1.3278
2005-11-02,1830.43,1.3243
2005-11-03,1838.86,1.3193
2005-11-04,1839.16,1.3180
2005-11-07,1843.27,1.3216
2005-11-08,1837.80,1.3276
2005-11-09,1841.00,1.3202
2005-11-10,1856.90,1.3287
2005-11-14,1861.25,1.3236
2005-11-15,1854.28,1.3279
2005-11-16,1857.97,1.3366
2005-11-17,1875.49,1.3378
2005-11-18,1883.99,1.3353
2005-11-21,1893.93,1.3383
2005-11-22,1903.66,1.3418
2005-11-23,1910.39,1.3376
2005-11-25,1914.41,1.3418
2005-11-28,1898.37,1.3449
2005-11-29,1898.74,1.3380
2005-11-30,1887.28,1.3372
2005-12-01,1910.23,1.3351
2005-12-02,1910.86,1.3355
2005-12-05,1906.42,1.3316
2005-12-06,1908.89,1.3395
2005-12-07,1899.69,1.3368
2005-12-08,1897.57,1.3421
2005-12-09,1902.92,1.3360
2005-12-12,1904.59,1.3344
2005-12-13,1915.30,1.3372
2005-12-14,1923.44,1.3437
2005-12-15,1920.85,1.3436
2005-12-16,1915.40,1.3459
2005-12-19,1904.21,1.3469
2005-12-20,1903.81,1.3448
2005-12-21,1908.65,1.3429
2005-12-22,1917.16,1.3495
2005-12-23,1918.25,1.3546
2005-12-27,1899.93,1.3587
2005-12-28,1902.74,1.3558
2005-12-29,1897.20,1.3574
2005-12-30,1887.94,1.3542
2006-01-03,1918.96,1.3578
2006-01-04,1926.39,1.3599
2006-01-05,1926.44,1.3590
2006-01-06,1945.02,1.3573
2006-01-09,1952.13,1.3584
2006-01-10,1951.53,1.3523
2006-01-11,1958.56,1.3496
2006-01-12,1946.28,1.3549
2006-01-13,1948.64,1.3614
2006-01-17,1941.57,1.3637
2006-01-18,1934.21,1.3637
2006-01-19,1944.98,1.3594
2006-01-20,1909.35,1.3621
2006-01-23,1912.91,1.3620
2006-01-24,1917.54,1.3584
2006-01-25,1914.28,1.3496
2006-01-26,1928.17,1.3464
2006-01-27,1943.34,1.3462
2006-01-30,1945.66,1.3450
2006-01-31,1937.93,1.3467
2006-02-01,1941.75,1.3428
2006-02-02,1924.67,1.3433
2006-02-03,1914.50,1.3471
2006-02-06,1916.04,1.3461
2006-02-07,1900.58,1.3444
2006-02-08,1917.84,1.3424
2006-02-09,1915.10,1.3435
2006-02-10,1920.00,1.3399
2006-02-13,1914.02,1.3421
2006-02-14,1933.46,1.3397
2006-02-15,1940.69,1.3405
2006-02-16,1955.06,1.3417
2006-02-17,1951.83,1.3468
2006-02-21,1945.45,1.3445
2006-02-22,1960.26,1.3484
2006-02-23,1953.37,1.3456
2006-02-24,1956.14,1.3440
2006-02-27,1963.58,1.3426
2006-02-28,1943.19,1.3471
2006-03-01,1959.77,1.3436
2006-03-02,1956.60,1.3397
2006-03-03,1953.74,1.3344
2006-03-06,1940.20,1.3290
2006-03-07,1936.68,1.3311
2006-03-08,1941.17,1.3310
2006-03-09,1931.73,1.3316
2006-03-10,1945.93,1.3291
2006-03-13,1950.39,1.3289
2006-03-14,1970.66,1.3368
2006-03-15,1979.21,1.3339
2006-03-16,1982.76,1.3419
2006-03-17,1985.69,1.3393
2006-03-20,1982.40,1.3410
2006-03-21,1970.50,1.3358
2006-03-22,1982.40,1.3376
2006-03-23,1977.29,1.3340
2006-03-24,1979.24,1.3409
2006-03-27,1977.19,1.3383
2006-03-28,1964.47,1.3311
2006-03-29,1979.51,1.3292
2006-03-30,1975.60,1.3246
2006-03-31,1967.38,1.3254
2006-04-03,1971.93,1.3244
2006-04-04,1984.47,1.3246
2006-04-05,1993.21,1.3268
2006-04-06,1989.87,1.3211
2006-04-07,1969.30,1.3134
2006-04-10,1971.03,1.3165
2006-04-11,1956.12,1.3196
2006-04-12,1958.49,1.3138
2006-04-13,1960.01,1.3085
2006-04-17,1954.25,1.3121
2006-04-18,1988.18,1.3151
2006-04-19,1991.84,1.3112
2006-04-20,1994.23,1.3095
2006-04-21,1993.99,1.3128
2006-04-24,1989.20,1.3165
2006-04-25,1979.51,1.3073
2006-04-26,1985.29,1.3039
2006-04-27,1992.39,1.3075
2006-04-28,1993.79,1.3089
2006-05-01,1985.55,1.3017
2006-05-02,1997.75,1.3041
2006-05-03,1989.97,1.3014
2006-05-04,1996.74,1.3008
2006-05-05,2017.34,1.3061
2006-05-08,2015.84,1.3063
2006-05-09,2016.60,1.3051
2006-05-10,2013.99,1.3055
2006-05-11,1988.56,1.3029
2006-05-12,1966.27,1.2969
2006-05-15,1971.45,1.3020
2006-05-16,1967.79,1.3075
2006-05-17,1935.18,1.3032
2006-05-18,1922.32,1.3117
2006-05-19,1930.27,1.3121
2006-05-22,1922.72,1.3147
2006-05-23,1914.38,1.3159
2006-05-24,1917.48,1.3147
2006-05-25,1939.52,1.3116
2006-05-26,1950.87,1.3136
2006-05-30,1920.09,1.3119
2006-05-31,1936.41,1.3077
2006-06-01,1960.28,1.3100
2006-06-02,1964.11,1.3210
2006-06-05,1929.23,1.3190
2006-06-06,1927.13,1.3206
2006-06-07,1915.77,1.3193
2006-06-08,1918.59,1.3219
2006-06-09,1910.01,1.3246
2006-06-12,1885.81,1.3248
2006-06-13,1866.92,1.3264
2006-06-14,1876.67,1.3180
2006-06-15,1916.56,1.3145
2006-06-16,1909.52,1.3116
2006-06-19,1892.12,1.3112
2006-06-20,1892.13,1.3100
2006-06-21,1910.62,1.3099
2006-06-22,1900.98,1.3050
2006-06-23,1899.32,1.3035
2006-06-26,1908.56,1.3034
2006-06-27,1891.24,1.3066
2006-06-28,1901.98,1.3026
2006-06-29,1943.09,1.3071
2006-06-30,1939.03,1.3136
2006-07-03,1954.49,1.3129
2006-07-05,1940.55,1.3061
2006-07-06,1945.90,1.3104
2006-07-07,1932.75,1.3153
2006-07-10,1935.62,1.3166
2006-07-11,1943.66,1.3193
2006-07-12,1922.62,1.3194
2006-07-13,1897.73,1.3231
2006-07-14,1888.43,1.3235
2006-07-17,1885.82,1.3242
2006-07-18,1889.48,1.3175
2006-07-19,1924.74,1.3256
2006-07-20,1908.42,1.3283
2006-07-21,1894.94,1.3272
2006-07-24,1926.50,1.3273
2006-07-25,1938.68,1.3257
2006-07-26,1937.96,1.3291
2006-07-27,1930.32,1.3287
2006-07-28,1953.86,1.3334
2006-07-31,1951.00,1.3352
2006-08-01,1942.22,1.3357
2006-08-02,1954.18,1.3372
2006-08-03,1957.41,1.3377
2006-08-04,1956.05,1.3443
2006-08-07,1950.63,1.3423
2006-08-08,1944.22,1.3423
2006-08-09,1936.30,1.3409
2006-08-10,1945.61,1.3402
2006-08-11,1938.13,1.3367
2006-08-14,1940.50,1.3346
2006-08-15,1967.26,1.3418
2006-08-16,1982.81,1.3489
2006-08-17,1986.04,1.3487
2006-08-18,1993.43,1.3513
2006-08-21,1986.11,1.3545
2006-08-22,1988.10,1.3549
2006-08-23,1979.35,1.3547
2006-08-24,1984.09,1.3557
2006-08-25,1982.81,1.3579
2006-08-28,1993.06,1.3570
2006-08-29,1997.21,1.3580
2006-08-30,1998.08,1.3610
2006-08-31,1997.42,1.3640
2006-09-01,2008.47,1.3644
2006-09-05,2012.00,1.3600
2006-09-06,1992.42,1.3586
2006-09-07,1982.93,1.3596
2006-09-08,1990.44,1.3610
2006-09-11,1991.49,1.3593
2006-09-12,2012.32,1.3626
2006-09-13,2020.49,1.3638
2006-09-14,2017.86,1.3610
2006-09-15,2023.35,1.3612
2006-09-18,2025.39,1.3601
2006-09-19,2021.01,1.3676
2006-09-20,2031.59,1.3680
2006-09-21,2021.08,1.3772
2006-09-22,2016.09,1.3822
2006-09-25,2033.87,1.3873
2006-09-26,2049.20,1.3836
2006-09-27,2049.97,1.3825
2006-09-28,2053.93,1.3818
2006-09-29,2048.89,1.3801
2006-10-02,2041.99,1.3830
2006-10-03,2046.28,1.3825
2006-10-04,2071.45,1.3881
2006-10-05,2076.63,1.3837
2006-10-06,2071.05,1.3742
2006-10-10,2077.01,1.3688
2006-10-11,2071.90,1.3665
2006-10-12,2091.69,1.3671
2006-10-13,2095.97,1.3645
2006-10-16,2101.27,1.3671
2006-10-17,2093.58,1.3686
2006-10-18,2096.71,1.3700
2006-10-19,2098.32,1.3671
2006-10-20,2100.86,1.3670
2006-10-23,2113.82,1.3631
2006-10-24,2114.36,1.3644
2006-10-25,2121.83,1.3704
2006-10-26,2132.39,1.3755
2006-10-27,2114.65,1.3803
2006-10-30,2115.63,1.3810
2006-10-31,2115.65,1.3881
2006-11-01,2100.37,1.3919
2006-11-02,2100.21,1.3891
2006-11-03,2095.68,1.3776
2006-11-06,2119.53,1.3798
2006-11-07,2124.28,1.3842
2006-11-08,2129.22,1.3866
2006-11-09,2118.32,1.3877
2006-11-10,2122.26,1.3905
2006-11-13,2128.17,1.3893
2006-11-14,2141.95,1.3938
2006-11-15,2147.60,1.3887
2006-11-16,2152.57,1.3842
2006-11-17,2154.80,1.3910
2006-11-20,2153.76,1.3918
2006-11-21,2157.42,1.3946
2006-11-22,2162.65,1.3955
2006-11-24,2154.96,1.3976
2006-11-27,2125.67,1.4000
2006-11-28,2133.52,1.4029
2006-11-29,2154.09,1.4010
2006-11-30,2155.89,1.4076
2006-12-01,2149.85,1.4105
2006-12-04,2169.00,1.4121
2006-12-05,2177.75,1.4104
2006-12-06,2175.45,1.4064
2006-12-07,2166.87,1.4068
2006-12-08,2170.84,1.4001
2006-12-11,2175.80,1.4039
2006-12-12,2173.58,1.4073
2006-12-13,2176.52,1.3978
2006-12-14,2195.59,1.3966
2006-12-15,2198.07,1.3970
2006-12-18,2190.97,1.3986
2006-12-19,2195.80,1.3981
2006-12-20,2192.76,1.3978
2006-12-21,2185.21,1.4030
2006-12-22,2173.90,1.3958
2006-12-26,2183.38,1.3983
2006-12-27,2199.15,1.3929
2006-12-28,2196.00,1.3900
2006-12-29,2186.13,1.3875
2007-01-03,2183.92,1.3936
2007-01-04,2186.60,1.3999
2007-01-05,2173.29,1.3955
2007-01-08,2178.80,1.3952
2007-01-09,2177.68,1.3951
2007-01-10,2182.16,1.3920
2007-01-11,2196.02,1.3872
2007-01-12,2206.68,1.3833
2007-01-16,2208.48,1.3864
2007-01-17,2206.70,1.3831
2007-01-18,2200.20,1.3872
2007-01-19,2206.60,1.3839
2007-01-22,2195.00,1.3861
2007-01-23,2202.77,1.3811
2007-01-24,2221.56,1.3813
2007-01-25,2196.54,1.3745
2007-01-26,2193.89,1.3747
2007-01-29,2191.71,1.3735
2007-01-30,2204.40,1.3758
2007-01-31,2219.19,1.3825
2007-02-01,2231.61,1.3799
2007-02-02,2235.39,1.3814
2007-02-05,2233.44,1.3841
2007-02-06,2235.02,1.3882
2007-02-07,2239.05,1.3905
2007-02-08,2236.46,1.3911
2007-02-09,2220.72,1.3861
2007-02-12,2213.58,1.3842
2007-02-13,2230.80,1.3835
2007-02-14,2248.40,1.3917
2007-02-15,2250.97,1.3950
2007-02-16,2249.06,1.3967
2007-02-20,2255.48,1.3989
2007-02-21,2252.43,1.3973
2007-02-22,2251.03,1.3934
2007-02-23,2243.26,1.3996
2007-02-26,2240.73,1.4054
2007-02-27,2163.11,1.4179
2007-02-28,2175.78,1.4123
2007-03-01,2170.17,1.4144
2007-03-02,2145.43,1.4197
2007-03-05,2125.34,1.4201
2007-03-06,2158.36,1.4172
2007-03-07,2153.65,1.4214
2007-03-08,2169.14,1.4194
2007-03-09,2170.62,1.4117
2007-03-12,2176.50,1.4158
2007-03-13,2132.76,1.4224
2007-03-14,2147.18,1.4180
2007-03-15,2155.18,1.4182
2007-03-16,2146.93,1.4175
2007-03-19,2170.33,1.4163
2007-03-20,2184.10,1.4175
2007-03-21,2221.46,1.4192
2007-03-22,2220.68,1.4149
2007-03-23,2223.12,1.4119
2007-03-26,2225.26,1.4135
2007-03-27,2211.52,1.4139
2007-03-28,2194.38,1.4124
2007-03-29,2202.68,1.4099
2007-03-30,2200.12,1.4103
2007-04-02,2205.85,1.4112
2007-04-03,2226.76,1.4088
2007-04-04,2229.26,1.4107
2007-04-05,2236.71,1.4076
2007-04-09,2238.03,1.4011
2007-04-10,2243.93,1.4039
2007-04-11,2229.44,1.4030
2007-04-12,2243.30,1.4029
2007-04-13,2251.12,1.4000
2007-04-16,2275.35,1.4037
2007-04-17,2280.01,1.4095
2007-04-18,2281.61,1.4130
2007-04-19,2278.91,1.4117
2007-04-20,2300.08,1.4112
2007-04-23,2294.83,1.4150
2007-04-24,2294.02,1.4174
2007-04-25,2317.50,1.4143
2007-04-26,2315.91,1.4094
2007-04-27,2315.70,1.4100
2007-04-30,2297.58,1.4178
2007-05-01,2303.68,1.4169
2007-05-02,2318.84,1.4168
2007-05-03,2329.54,1.4141
2007-05-04,2334.61,1.4175
2007-05-07,2340.68,1.4195
2007-05-08,2338.14,1.4190
2007-05-09,2346.30,1.4151
2007-05-10,2313.94,1.4178
2007-05-11,2336.48,1.4148
2007-05-14,2332.43,1.4133
2007-05-15,2329.61,1.4124
2007-05-16,2350.40,1.4120
2007-05-17,2348.44,1.4077
2007-05-18,2363.97,1.4030
2007-05-21,2367.63,1.4054
2007-05-22,2366.10,1.4013
2007-05-23,2363.29,1.3995
2007-05-24,2340.64,1.4003
2007-05-25,2353.42,1.3987
2007-05-29,2357.39,1.3969
2007-05-30,2377.09,1.3985
2007-05-31,2377.75,1.3967
2007-06-01,2386.63,1.3906
2007-06-04,2391.13,1.3934
2007-06-05,2378.44,1.3874
2007-06-06,2357.95,1.3902
2007-06-07,2316.63,1.3742
2007-06-08,2342.98,1.3764
2007-06-11,2345.27,1.3728
2007-06-12,2320.22,1.3593
2007-06-13,2356.02,1.3685
2007-06-14,2367.52,1.3664
2007-06-15,2382.97,1.3724
2007-06-18,2380.09,1.3753
2007-06-19,2384.26,1.3808
2007-06-20,2351.87,1.3760
2007-06-21,2366.92,1.3712
2007-06-22,2336.41,1.3765
2007-06-25,2328.91,1.3821
2007-06-26,2321.46,1.3822
2007-06-27,2342.84,1.3825
2007-06-28,2341.90,1.3804
2007-06-29,2338.25,1.3891
2007-07-02,2363.28,1.3935
2007-07-03,2372.22,1.3876
2007-07-05,2373.07,1.3778
2007-07-06,2381.59,1.3735
2007-07-09,2383.80,1.3783
2007-07-10,2349.98,1.3915
2007-07-11,2363.72,1.3847
2007-07-12,2408.79,1.3806
2007-07-13,2416.28,1.3841
2007-07-16,2411.65,1.3907
2007-07-17,2411.41,1.3896
2007-07-18,2406.69,1.3922
2007-07-19,2417.50,1.3937
2007-07-20,2387.96,1.4013
2007-07-23,2399.64,1.4014
2007-07-24,2352.12,1.4061
2007-07-25,2363.12,1.4076
2007-07-26,2307.98,1.4208
2007-07-27,2271.41,1.4233
2007-07-30,2294.75,1.4191
2007-07-31,2265.75,1.4252
2007-08-01,2282.30,1.4204
2007-08-02,2292.79,1.4226
2007-08-03,2231.98,1.4311
2007-08-06,2285.93,1.4258
2007-08-07,2300.10,1.4231
2007-08-08,2333.24,1.4129
2007-08-09,2264.50,1.4218
2007-08-10,2265.36,1.4188
2007-08-13,2264.58,1.4232
2007-08-14,2223.71,1.4267
2007-08-15,2193.40,1.4276
2007-08-16,2200.61,1.4339
2007-08-17,2254.68,1.4320
2007-08-20,2254.07,1.4380
2007-08-21,2256.53,1.4415
