date,sp500,tnote10
2007-08-22,2283.09,1.4360
2007-08-23,2280.68,1.4363
2007-08-24,2307.22,1.4393
2007-08-27,2287.62,1.4454
2007-08-28,2234.03,1.4525
2007-08-29,2283.58,1.4475
2007-08-30,2274.16,1.4532
2007-08-31,2299.71,1.4504
2007-09-04,2323.83,1.4504
2007-09-05,2298.16,1.4596
2007-09-06,2308.35,1.4555
2007-09-07,2269.32,1.4688
2007-09-10,2266.51,1.4751
2007-09-11,2297.41,1.4703
2007-09-12,2298.14,1.4662
2007-09-13,2317.63,1.4605
2007-09-14,2318.11,1.4618
2007-09-17,2306.25,1.4623
2007-09-18,2373.63,1.4618
2007-09-19,2388.15,1.4553
2007-09-20,2372.61,1.4394
2007-09-21,2383.55,1.4474
2007-09-24,2371.03,1.4475
2007-09-25,2370.27,1.4479
2007-09-26,2383.53,1.4489
2007-09-27,2392.92,1.4551
2007-09-28,2385.72,1.4528
2007-10-01,2417.44,1.4580
2007-10-02,2416.83,1.4609
2007-10-03,2406.31,1.4568
2007-10-04,2411.41,1.4624
2007-10-05,2435.16,1.4485
2007-10-09,2447.03,1.4477
2007-10-10,2443.02,1.4481
2007-10-11,2430.55,1.4498
2007-10-12,2442.12,1.4447
2007-10-15,2421.67,1.4459
2007-10-16,2405.76,1.4494
2007-10-17,2410.22,1.4603
2007-10-18,2408.46,1.4672
2007-10-19,2346.78,1.4789
2007-10-22,2355.74,1.4770
2007-10-23,2376.48,1.4781
2007-10-24,2370.71,1.4859
2007-10-25,2368.43,1.4812
2007-10-26,2401.07,1.4789
2007-10-29,2410.33,1.4815
2007-10-30,2394.81,1.4821
2007-10-31,2423.67,1.4718
2007-11-01,2360.21,1.4860
2007-11-02,2362.21,1.4898
2007-11-05,2350.69,1.4881
2007-11-06,2379.05,1.4843
2007-11-07,2310.41,1.4909
2007-11-08,2309.18,1.4942
2007-11-09,2276.26,1.5020
2007-11-13,2319.86,1.4969
2007-11-14,2304.06,1.4987
2007-11-15,2273.73,1.5116
2007-11-16,2285.67,1.5080
2007-11-19,2245.81,1.5188
2007-11-20,2256.02,1.5154
2007-11-21,2220.21,1.5243
2007-11-23,2257.95,1.5262
2007-11-26,2205.49,1.5470
2007-11-27,2238.52,1.5352
2007-11-28,2303.17,1.5253
2007-11-29,2304.43,1.5369
2007-11-30,2322.34,1.5368
2007-12-03,2308.74,1.5476
2007-12-04,2293.66,1.5425
2007-12-05,2329.71,1.5351
2007-12-06,2364.97,1.5290
2007-12-07,2360.79,1.5178
2007-12-10,2378.60,1.5119
2007-12-11,2318.52,1.5340
2007-12-12,2332.85,1.5201
2007-12-13,2335.79,1.5078
2007-12-14,2303.79,1.5049
2007-12-17,2269.24,1.5154
2007-12-18,2283.50,1.5192
2007-12-19,2280.47,1.5301
2007-12-20,2292.23,1.5276
2007-12-21,2330.81,1.5142
2007-12-24,2349.66,1.5100
2007-12-26,2351.60,1.5031
2007-12-27,2318.72,1.5122
2007-12-28,2322.11,1.5264
2007-12-31,2306.23,1.5328
2008-01-02,2273.41,1.5481
2008-01-03,2273.41,1.5499
2008-01-04,2217.59,1.5527
2008-01-07,2224.76,1.5581
2008-01-08,2184.67,1.5646
2008-01-09,2214.60,1.5596
2008-01-10,2232.25,1.5514
2008-01-11,2202.03,1.5647
2008-01-14,2225.98,1.5666
2008-01-15,2170.51,1.5799
2008-01-16,2158.58,1.5718
2008-01-17,2095.86,1.5861
2008-01-18,2083.24,1.5853
2008-01-22,2060.15,1.6106
2008-01-23,2104.37,1.5895
2008-01-24,2125.61,1.5761
2008-01-25,2091.88,1.5952
2008-01-28,2128.64,1.5934
2008-01-29,2141.85,1.5809
2008-01-30,2131.79,1.5823
2008-01-31,2167.90,1.5916
2008-02-01,2194.43,1.5922
2008-02-04,2171.51,1.5857
2008-02-05,2102.23,1.5955
2008-02-06,2087.05,1.5926
2008-02-07,2104.02,1.5722
2008-02-08,2095.21,1.5871
2008-02-11,2107.65,1.5909
2008-02-12,2123.06,1.5852
2008-02-13,2152.76,1.5765
2008-02-14,2123.94,1.5662
2008-02-15,2125.85,1.5736
2008-02-19,2124.12,1.5563
2008-02-20,2141.95,1.5564
2008-02-21,2115.13,1.5721
2008-02-22,2132.02,1.5683
2008-02-25,2161.51,1.5578
2008-02-26,2176.48,1.5626
2008-02-27,2175.00,1.5637
2008-02-28,2155.81,1.5864
2008-02-29,2097.48,1.6042
2008-03-03,2098.64,1.6001
2008-03-04,2091.42,1.5924
2008-03-05,2103.42,1.5845
2008-03-06,2057.44,1.5960
2008-03-07,2040.17,1.6010
2008-03-10,2008.71,1.6104
2008-03-11,2083.36,1.5940
2008-03-12,2065.21,1.6084
2008-03-13,2075.88,1.6016
2008-03-14,2032.79,1.6113
2008-03-17,2014.88,1.6278
2008-03-18,2100.38,1.6063
2008-03-19,2049.40,1.6229
2008-03-20,2098.46,1.6228
2008-03-24,2130.62,1.5982
2008-03-25,2135.54,1.6037
2008-03-26,2116.93,1.6090
2008-03-27,2093.11,1.6005
2008-03-28,2076.56,1.6107
2008-03-31,2088.42,1.6159
2008-04-01,2163.38,1.5963
2008-04-02,2159.63,1.5915
2008-04-03,2162.46,1.5942
2008-04-04,2164.21,1.6088
2008-04-07,2167.61,1.5998
2008-04-08,2157.28,1.5977
2008-04-09,2139.99,1.6078
2008-04-10,2149.67,1.6002
2008-04-11,2106.01,1.6094
2008-04-14,2098.92,1.6043
2008-04-15,2108.59,1.5928
2008-04-16,2156.67,1.5822
2008-04-17,2158.08,1.5766
2008-04-18,2197.24,1.5795
2008-04-21,2193.87,1.5775
2008-04-22,2174.59,1.5824
2008-04-23,2180.91,1.5770
2008-04-24,2194.96,1.5652
2008-04-25,2209.25,1.5599
2008-04-28,2207.02,1.5656
2008-04-29,2198.50,1.5667
2008-04-30,2190.13,1.5773
2008-05-01,2228.09,1.5746
2008-05-02,2235.30,1.5635
2008-05-05,2225.37,1.5630
2008-05-06,2242.47,1.5576
2008-05-07,2202.77,1.5660
2008-05-08,2210.95,1.5750
2008-05-09,2196.54,1.5752
2008-05-12,2220.81,1.5735
2008-05-13,2220.46,1.5601
2008-05-14,2229.74,1.5614
2008-05-15,2253.76,1.5720
2008-05-16,2256.64,1.5680
2008-05-19,2258.74,1.5707
2008-05-20,2237.79,1.5773
2008-05-21,2202.02,1.5736
2008-05-22,2208.20,1.5620
2008-05-23,2179.05,1.5700
2008-05-27,2193.98,1.5622
2008-05-28,2203.10,1.5528
2008-05-29,2215.12,1.5450
2008-05-30,2218.50,1.5470
2008-06-02,2195.27,1.5585
2008-06-03,2182.65,1.5658
2008-06-04,2183.01,1.5568
2008-06-05,2225.74,1.5500
2008-06-06,2157.24,1.5637
2008-06-09,2159.03,1.5542
2008-06-10,2153.77,1.5424
2008-06-11,2117.84,1.5466
2008-06-12,2124.94,1.5316
2008-06-13,2156.96,1.5277
2008-06-16,2157.14,1.5258
2008-06-17,2142.55,1.5340
2008-06-18,2121.78,1.5410
2008-06-19,2130.30,1.5331
2008-06-20,2090.82,1.5374
2008-06-23,2090.94,1.5389
2008-06-24,2085.08,1.5479
2008-06-25,2097.37,1.5467
2008-06-26,2036.40,1.5538
2008-06-27,2028.89,1.5612
2008-06-30,2031.47,1.5612
2008-07-01,2039.66,1.5572
2008-07-02,2002.64,1.5632
2008-07-03,2004.87,1.5607
2008-07-07,1988.09,1.5709
2008-07-08,2022.83,1.5735
2008-07-09,1976.97,1.5825
2008-07-10,1990.78,1.5851
2008-07-11,1968.86,1.5647
2008-07-14,1951.08,1.5782
2008-07-15,1929.85,1.5827
2008-07-16,1978.47,1.5682
2008-07-17,2002.30,1.5613
2008-07-18,2002.88,1.5500
2008-07-21,2001.86,1.5558
2008-07-22,2028.91,1.5489
2008-07-23,2037.15,1.5469
2008-07-24,1990.09,1.5617
2008-07-25,1998.41,1.5494
2008-07-28,1961.23,1.5621
2008-07-29,2007.21,1.5574
2008-07-30,2040.81,1.5566
2008-07-31,2014.39,1.5692
2008-08-01,2003.16,1.5714
2008-08-04,1985.23,1.5682
2008-08-05,2042.44,1.5612
2008-08-06,2050.23,1.5573
2008-08-07,2013.66,1.5760
2008-08-08,2061.77,1.5750
2008-08-11,2076.59,1.5671
2008-08-12,2051.66,1.5790
2008-08-13,2046.35,1.5743
2008-08-14,2057.72,1.5803
2008-08-15,2066.36,1.5866
2008-08-18,2035.30,1.5903
2008-08-19,2016.52,1.5888
2008-08-20,2029.15,1.5931
2008-08-21,2034.35,1.5893
2008-08-22,2057.64,1.5848
2008-08-25,2017.27,1.5961
2008-08-26,2024.72,1.5975
2008-08-27,2041.24,1.5991
2008-08-28,2071.86,1.5973
2008-08-29,2043.53,1.5924
2008-09-02,2035.24,1.6032
2008-09-03,2032.13,1.6072
2008-09-04,1971.37,1.6161
2008-09-05,1980.18,1.6066
2008-09-08,2021.13,1.6113
2008-09-09,1952.14,1.6225
2008-09-10,1964.25,1.6165
2008-09-11,1992.00,1.6152
2008-09-12,1996.26,1.6066
2008-09-15,1902.17,1.6456
2008-09-16,1935.49,1.6395
2008-09-17,1844.31,1.6399
2008-09-18,1924.85,1.6249
2008-09-19,2002.32,1.5957
2008-09-22,1925.86,1.5927
2008-09-23,1895.78,1.5954
2008-09-24,1892.05,1.5943
2008-09-25,1929.24,1.5892
2008-09-26,1935.79,1.5900
2008-09-29,1765.72,1.6225
2008-09-30,1861.44,1.5938
2008-10-01,1853.26,1.6037
2008-10-02,1778.90,1.6133
2008-10-03,1754.91,1.6158
2008-10-06,1687.34,1.6339
2008-10-07,1590.51,1.6255
2008-10-08,1573.34,1.6081
2008-10-09,1453.52,1.6025
2008-10-10,1436.56,1.5831
2008-10-14,1594.41,1.5571
2008-10-15,1450.50,1.5676
2008-10-16,1512.21,1.5647
2008-10-17,1502.84,1.5650
2008-10-20,1574.50,1.5749
2008-10-21,1526.02,1.5861
2008-10-22,1433.22,1.6015
2008-10-23,1451.37,1.5921
2008-10-24,1401.29,1.5874
2008-10-27,1356.78,1.5844
2008-10-28,1503.16,1.5676
2008-10-29,1486.73,1.5627
2008-10-30,1525.37,1.5475
2008-10-31,1548.81,1.5483
2008-11-03,1544.91,1.5527
2008-11-04,1608.00,1.5712
2008-11-05,1524.21,1.5761
2008-11-06,1448.01,1.5783
2008-11-07,1490.31,1.5686
2008-11-10,1471.64,1.5749
2008-11-12,1365.15,1.5875
2008-11-13,1459.82,1.5764
2008-11-14,1399.20,1.5918
2008-11-17,1363.14,1.6058
2008-11-18,1376.82,1.6219
2008-11-19,1292.76,1.6449
2008-11-20,1206.04,1.6797
2008-11-21,1282.59,1.6542
2008-11-24,1365.63,1.6399
2008-11-25,1374.79,1.6646
2008-11-26,1423.90,1.6734
2008-11-28,1437.68,1.6828
2008-12-01,1309.39,1.7070
2008-12-02,1361.79,1.7131
2008-12-03,1397.72,1.7111
2008-12-04,1356.81,1.7208
2008-12-05,1406.36,1.6965
2008-12-08,1460.60,1.6933
2008-12-09,1426.88,1.7078
2008-12-10,1444.00,1.7022
2008-12-11,1403.20,1.7121
2008-12-12,1413.07,1.7163
2008-12-15,1395.21,1.7244
2008-12-16,1466.87,1.7569
2008-12-17,1452.88,1.7716
2008-12-18,1422.19,1.7900
2008-12-19,1426.39,1.7851
2008-12-22,1400.42,1.7810
2008-12-23,1387.08,1.7793
2008-12-24,1395.76,1.7775
2008-12-26,1403.22,1.7845
2008-12-29,1398.25,1.7894
2008-12-30,1432.65,1.7943
2008-12-31,1452.98,1.7727
2009-01-02,1499.17,1.7534
2009-01-05,1492.21,1.7428
2009-01-06,1503.87,1.7494
2009-01-07,1459.58,1.7454
2009-01-08,1464.60,1.7506
2009-01-09,1433.41,1.7548
2009-01-12,1401.07,1.7668
2009-01-13,1403.63,1.7680
2009-01-14,1356.79,1.7797
2009-01-15,1358.64,1.7772
2009-01-16,1368.92,1.7614
2009-01-20,1296.63,1.7525
2009-01-21,1353.33,1.7278
2009-01-22,1332.84,1.7210
2009-01-23,1340.02,1.7191
2009-01-26,1347.47,1.7154
2009-01-27,1362.18,1.7287
2009-01-28,1408.07,1.7135
2009-01-29,1361.54,1.6926
2009-01-30,1330.51,1.6939
2009-02-02,1329.81,1.7113
2009-02-03,1350.89,1.6940
2009-02-04,1341.77,1.6897
2009-02-05,1363.82,1.6933
2009-02-06,1401.06,1.6849
2009-02-09,1403.19,1.6883
2009-02-10,1334.30,1.7092
2009-02-11,1345.50,1.7166
2009-02-12,1348.15,1.7175
2009-02-13,1334.83,1.7026
2009-02-17,1274.26,1.7360
2009-02-18,1273.29,1.7210
2009-02-19,1258.82,1.7213
2009-02-20,1244.72,1.7159
2009-02-23,1201.56,1.7205
2009-02-24,1249.76,1.7149
2009-02-25,1236.74,1.7006
2009-02-26,1217.49,1.6905
2009-02-27,1188.84,1.6893
2009-03-02,1133.43,1.7079
2009-03-03,1126.18,1.7058
2009-03-04,1153.35,1.6933
2009-03-05,1104.38,1.7133
2009-03-06,1106.00,1.7066
2009-03-09,1095.04,1.7088
2009-03-10,1164.83,1.6907
2009-03-11,1168.07,1.7018
2009-03-12,1215.87,1.7130
2009-03-13,1225.32,1.7105
2009-03-16,1221.03,1.7046
2009-03-17,1260.29,1.6982
2009-03-18,1286.62,1.7585
2009-03-19,1269.93,1.7663
2009-03-20,1244.86,1.7651
2009-03-23,1333.21,1.7623
2009-03-24,1306.03,1.7584
2009-03-25,1318.61,1.7497
2009-03-26,1349.37,1.7547
2009-03-27,1322.19,1.7546
2009-03-30,1276.23,1.7605
2009-03-31,1292.98,1.7683
2009-04-01,1314.63,1.7698
2009-04-02,1352.47,1.7532
2009-04-03,1365.66,1.7356
2009-04-06,1354.36,1.7305
2009-04-07,1322.91,1.7345
2009-04-08,1338.53,1.7408
2009-04-09,1389.49,1.7305
2009-04-13,1393.13,1.7412
2009-04-14,1365.20,1.7518
2009-04-15,1382.36,1.7552
2009-04-16,1403.89,1.7453
2009-04-17,1410.85,1.7290
2009-04-20,1350.52,1.7455
2009-04-21,1379.22,1.7364
2009-04-22,1368.92,1.7305
2009-04-23,1382.52,1.7336
2009-04-24,1405.74,1.7225
2009-04-27,1391.58,1.7354
2009-04-28,1387.82,1.7198
2009-04-29,1417.99,1.7065
2009-04-30,1416.73,1.7050
2009-05-01,1424.41,1.7008
2009-05-04,1472.64,1.7017
2009-05-05,1467.25,1.6999
2009-05-06,1493.31,1.7003
2009-05-07,1473.66,1.6780
2009-05-08,1509.14,1.6841
2009-05-11,1477.20,1.7000
2009-05-12,1475.83,1.7006
2009-05-13,1436.74,1.7078
2009-05-14,1451.79,1.7111
2009-05-15,1435.48,1.7036
2009-05-18,1479.24,1.6898
2009-05-19,1476.94,1.6894
2009-05-20,1469.47,1.6969
2009-05-21,1445.28,1.6707
2009-05-22,1443.14,1.6602
2009-05-26,1481.10,1.6468
2009-05-27,1453.28,1.6229
2009-05-28,1475.94,1.6385
2009-05-29,1495.97,1.6562
2009-06-01,1534.65,1.6312
2009-06-02,1537.69,1.6385
2009-06-03,1516.88,1.6470
2009-06-04,1534.59,1.6274
2009-06-05,1530.82,1.6133
2009-06-08,1529.59,1.6091
2009-06-09,1535.03,1.6132
2009-06-10,1529.76,1.6033
2009-06-11,1539.50,1.6147
2009-06-12,1541.70,1.6220
2009-06-15,1505.06,1.6335
2009-06-16,1485.92,1.6400
2009-06-17,1483.90,1.6371
2009-06-18,1496.59,1.6203
2009-06-19,1501.25,1.6275
2009-06-22,1455.54,1.6408
2009-06-23,1458.92,1.6479
2009-06-24,1468.48,1.6400
2009-06-25,1499.98,1.6583
2009-06-26,1498.08,1.6605
2009-06-29,1511.70,1.6678
2009-06-30,1498.94,1.6610
2009-07-01,1505.64,1.6611
2009-07-02,1461.80,1.6660
2009-07-06,1465.58,1.6658
2009-07-07,1436.74,1.6715
2009-07-08,1435.20,1.6892
2009-07-09,1440.30,1.6777
2009-07-10,1434.50,1.6899
2009-07-13,1470.43,1.6837
2009-07-14,1478.24,1.6694
2009-07-15,1522.09,1.6541
2009-07-16,1535.30,1.6581
2009-07-17,1534.71,1.6492
2009-07-20,1552.26,1.6557
2009-07-21,1557.91,1.6718
2009-07-22,1557.37,1.6647
2009-07-23,1593.65,1.6514
2009-07-24,1598.50,1.6516
2009-07-27,1603.26,1.6442
2009-07-28,1599.09,1.6495
2009-07-29,1592.00,1.6524
2009-07-30,1611.14,1.6584
2009-07-31,1612.31,1.6747
2009-08-03,1637.06,1.6569
2009-08-04,1642.03,1.6517
2009-08-05,1637.81,1.6451
2009-08-06,1628.82,1.6457
2009-08-07,1650.73,1.6342
2009-08-10,1645.26,1.6441
2009-08-11,1624.91,1.6573
2009-08-12,1644.23,1.6512
2009-08-13,1655.66,1.6653
2009-08-14,1641.54,1.6683
2009-08-17,1602.06,1.6808
2009-08-18,1618.60,1.6761
2009-08-19,1629.92,1.6839
2009-08-20,1647.85,1.6864
2009-08-21,1678.84,1.6694
2009-08-24,1677.94,1.6814
2009-08-25,1681.92,1.6865
2009-08-26,1682.29,1.6870
2009-08-27,1687.16,1.6847
2009-08-28,1684.05,1.6858
2009-08-31,1670.52,1.6920
2009-09-01,1633.63,1.6969
2009-09-02,1628.66,1.7059
2009-09-03,1642.68,1.7021
2009-09-04,1664.34,1.6899
2009-09-08,1679.32,1.6864
2009-09-09,1692.48,1.6904
2009-09-10,1710.14,1.7077
2009-09-11,1708.18,1.7072
2009-09-14,1719.04,1.6993
2009-09-15,1724.45,1.6944
2009-09-16,1750.91,1.6941
2009-09-17,1745.80,1.7039
2009-09-18,1750.43,1.6947
2009-09-21,1744.47,1.6936
2009-09-22,1755.99,1.6974
2009-09-23,1738.32,1.7014
2009-09-24,1722.02,1.7045
2009-09-25,1711.53,1.7121
2009-09-28,1742.32,1.7182
2009-09-29,1738.48,1.7167
2009-09-30,1732.86,1.7147
2009-10-01,1688.24,1.7329
2009-10-02,1680.70,1.7275
2009-10-05,1705.73,1.7274
2009-10-06,1729.14,1.7227
2009-10-07,1734.74,1.7331
2009-10-08,1747.70,1.7244
2009-10-09,1757.60,1.7052
2009-10-13,1760.51,1.7108
2009-10-14,1791.47,1.7018
2009-10-15,1798.91,1.6957
2009-10-16,1784.35,1.7026
2009-10-19,1801.12,1.7063
2009-10-20,1789.93,1.7129
2009-10-21,1774.33,1.7068
2009-10-22,1793.34,1.7020
2009-10-23,1771.50,1.6926
2009-10-26,1750.75,1.6837
2009-10-27,1744.95,1.6992
2009-10-28,1711.09,1.7039
2009-10-29,1749.76,1.6928
2009-10-30,1700.67,1.7085
2009-11-02,1711.65,1.7045
2009-11-03,1715.81,1.6978
2009-11-04,1718.21,1.6897
2009-11-05,1751.45,1.6898
2009-11-06,1756.07,1.6941
2009-11-09,1795.56,1.6958
2009-11-10,1795.90,1.6976
2009-11-12,1786.66,1.7025
2009-11-13,1796.93,1.7052
2009-11-16,1823.29,1.7174
2009-11-17,1825.18,1.7182
2009-11-18,1824.61,1.7131
2009-11-19,1800.12,1.7170
2009-11-20,1794.65,1.7126
2009-11-23,1819.17,1.7157
2009-11-24,1818.31,1.7225
2009-11-25,1826.74,1.7276
2009-11-27,1795.70,1.7366
2009-11-30,1802.68,1.7384
2009-12-01,1824.54,1.7285
2009-12-02,1825.40,1.7264
2009-12-03,1810.13,1.7181
2009-12-04,1820.11,1.7061
2009-12-07,1815.70,1.7146
2009-12-08,1797.31,1.7207
2009-12-09,1804.10,1.7145
2009-12-10,1814.81,1.7069
2009-12-11,1821.80,1.7022
2009-12-14,1834.55,1.7027
2009-12-15,1824.37,1.6978
2009-12-16,1826.45,1.6968
2009-12-17,1804.96,1.7123
2009-12-18,1815.50,1.7053
2009-12-21,1834.59,1.6893
2009-12-22,1841.17,1.6808
2009-12-23,1845.80,1.6805
2009-12-24,1855.50,1.6750
2009-12-28,1857.89,1.6703
2009-12-29,1855.61,1.6759
2009-12-30,1856.14,1.6774
2009-12-31,1837.50,1.6724
2010-01-04,1867.06,1.6747
2010-01-05,1872.90,1.6814
2010-01-06,1874.73,1.6749
2010-01-07,1882.34,1.6751
2010-01-08,1887.77,1.6750
2010-01-11,1891.06,1.6773
2010-01-12,1873.32,1.6908
2010-01-13,1889.10,1.6809
2010-01-14,1893.72,1.6870
2010-01-15,1873.30,1.6938
2010-01-19,1896.72,1.6918
2010-01-20,1876.90,1.6972
2010-01-21,1841.39,1.7051
2010-01-22,1800.61,1.7031
2010-01-25,1808.93,1.7023
2010-01-26,1801.34,1.7024
2010-01-27,1810.21,1.6999
2010-01-28,1788.97,1.7010
2010-01-29,1771.40,1.7072
2010-02-01,1796.67,1.6989
2010-02-02,1819.99,1.7010
2010-02-03,1810.64,1.6934
2010-02-04,1754.30,1.7066
2010-02-05,1759.38,1.7116
2010-02-08,1744.37,1.7134
2010-02-09,1767.18,1.7042
2010-02-10,1763.69,1.6985
2010-02-11,1781.01,1.6962
2010-02-12,1776.50,1.6996
2010-02-16,1808.72,1.7043
2010-02-17,1816.70,1.6948
2010-02-18,1828.81,1.6867
2010-02-19,1833.09,1.6898
2010-02-22,1831.21,1.6881
2010-02-23,1809.05,1.7017
2010-02-24,1826.99,1.7015
2010-02-25,1823.64,1.7092
2010-02-26,1826.27,1.7108
2010-03-01,1844.87,1.7127
2010-03-02,1849.17,1.7133
2010-03-03,1850.24,1.7117
2010-03-04,1857.20,1.7139
2010-03-05,1883.28,1.7045
2010-03-08,1883.29,1.7005
2010-03-09,1886.60,1.7034
2010-03-10,1895.38,1.7004
2010-03-11,1903.68,1.6999
2010-03-12,1903.29,1.7032
2010-03-15,1904.19,1.7051
2010-03-16,1919.02,1.7109
2010-03-17,1930.22,1.7122
2010-03-18,1929.63,1.7081
2010-03-19,1919.80,1.7059
2010-03-22,1929.64,1.7112
2010-03-23,1943.70,1.7091
2010-03-24,1933.04,1.6883
2010-03-25,1929.75,1.6852
2010-03-26,1931.18,1.6892
2010-03-29,1942.51,1.6876
2010-03-30,1942.81,1.6888
2010-03-31,1936.48,1.6929
2010-04-01,1950.91,1.6876
2010-04-05,1966.44,1.6716
2010-04-06,1969.76,1.6768
2010-04-07,1959.04,1.6901
2010-04-08,1965.72,1.6857
2010-04-09,1978.86,1.6870
2010-04-12,1982.40,1.6934
2010-04-13,1983.91,1.6963
2010-04-14,2006.06,1.6911
2010-04-15,2007.74,1.6950
2010-04-16,1975.36,1.7043
2010-04-19,1984.32,1.7001
2010-04-20,2000.33,1.7004
2010-04-21,1998.31,1.7091
2010-04-22,2002.93,1.7045
2010-04-23,2017.19,1.6993
2010-04-26,2008.55,1.7006
2010-04-27,1961.60,1.7167
2010-04-28,1974.63,1.7066
2010-04-29,2000.34,1.7123
2010-04-30,1967.05,1.7211
2010-05-03,1992.87,1.7182
2010-05-04,1945.37,1.7289
2010-05-05,1933.25,1.7316
2010-05-06,1870.95,1.7471
2010-05-07,1842.32,1.7445
2010-05-10,1923.39,1.7321
2010-05-11,1917.25,1.7355
2010-05-12,1944.25,1.7308
2010-05-13,1920.76,1.7369
2010-05-14,1884.67,1.7447
2010-05-17,1887.11,1.7429
2010-05-18,1860.65,1.7605
2010-05-19,1851.28,1.7574
2010-05-20,1779.30,1.7770
2010-05-21,1806.05,1.7738
2010-05-24,1782.77,1.7798
2010-05-25,1783.40,1.7835
2010-05-26,1773.65,1.7797
2010-05-27,1832.61,1.7572
2010-05-28,1809.98,1.7653
2010-06-01,1778.99,1.7705
2010-06-02,1825.25,1.7617
2010-06-03,1832.72,1.7590
2010-06-04,1769.72,1.7799
2010-06-07,1745.87,1.7883
2010-06-08,1765.29,1.7831
2010-06-09,1754.91,1.7847
2010-06-10,1806.69,1.7664
2010-06-11,1815.26,1.7780
2010-06-14,1812.02,1.7769
2010-06-15,1854.61,1.7709
2010-06-16,1853.62,1.7771
2010-06-17,1856.25,1.7862
2010-06-18,1858.70,1.7824
2010-06-21,1851.55,1.7802
2010-06-22,1822.05,1.7907
2010-06-23,1816.65,1.7971
2010-06-24,1786.13,1.7948
2010-06-25,1791.24,1.7990
2010-06-28,1787.94,1.8110
2010-06-29,1732.55,1.8205
2010-06-30,1715.23,1.8231
2010-07-01,1709.77,1.8211
2010-07-02,1701.86,1.8162
2010-07-06,1710.97,1.8238
2010-07-07,1765.42,1.8164
2010-07-08,1782.10,1.8089
2010-07-09,1794.94,1.8057
2010-07-12,1796.30,1.8047
2010-07-13,1824.07,1.7962
2010-07-14,1823.82,1.8078
2010-07-15,1826.00,1.8158
2010-07-16,1773.43,1.8265
2010-07-19,1784.06,1.8217
2010-07-20,1804.48,1.8236
2010-07-21,1781.60,1.8344
2010-07-22,1821.76,1.8255
2010-07-23,1836.75,1.8168
2010-07-26,1857.34,1.8175
2010-07-27,1855.39,1.8095
2010-07-28,1842.66,1.8190
2010-07-29,1835.29,1.8186
2010-07-30,1835.40,1.8293
2010-08-02,1875.85,1.8235
2010-08-03,1866.87,1.8306
2010-08-04,1878.81,1.8254
2010-08-05,1876.51,1.8331
2010-08-06,1869.77,1.8437
2010-08-09,1880.06,1.8433
2010-08-10,1868.88,1.8518
2010-08-11,1817.13,1.8613
2010-08-12,1807.61,1.8575
2010-08-13,1800.39,1.8669
2010-08-16,1800.70,1.8820
2010-08-17,1823.18,1.8720
2010-08-18,1826.14,1.8715
2010-08-19,1795.24,1.8794
2010-08-20,1788.67,1.8748
2010-08-23,1781.47,1.8777
2010-08-24,1755.65,1.8920
2010-08-25,1761.62,1.8854
2010-08-26,1748.14,1.8937
2010-08-27,1777.60,1.8704
2010-08-30,1751.79,1.8868
2010-08-31,1752.55,1.8946
2010-09-01,1804.46,1.8802
2010-09-02,1820.98,1.8729
2010-09-03,1845.10,1.8623
2010-09-07,1824.05,1.8775
2010-09-08,1836.21,1.8705
2010-09-09,1845.09,1.8562
2010-09-10,1854.10,1.8512
2010-09-13,1875.41,1.8578
2010-09-14,1874.07,1.8678
2010-09-15,1880.74,1.8622
2010-09-16,1880.37,1.8573
2010-09-17,1881.93,1.8607
2010-09-20,1910.60,1.8661
2010-09-21,1905.74,1.8838
2010-09-22,1896.77,1.8867
2010-09-23,1880.97,1.8877
2010-09-24,1920.84,1.8790
2010-09-27,1909.98,1.8908
2010-09-28,1919.59,1.8996
2010-09-29,1914.84,1.8949
2010-09-30,1908.95,1.8930
2010-10-01,1917.42,1.8934
2010-10-04,1902.15,1.9000
2010-10-05,1941.82,1.9007
2010-10-06,1941.50,1.9125
2010-10-07,1938.31,1.9151
2010-10-08,1950.18,1.9141
2010-10-12,1957.92,1.9083
2010-10-13,1972.08,1.9099
2010-10-14,1964.90,1.8957
2010-10-15,1968.87,1.8868
2010-10-18,1983.17,1.8963
2010-10-19,1951.67,1.9012
2010-10-20,1972.51,1.9009
2010-10-21,1976.12,1.8904
2010-10-22,1980.83,1.8889
2010-10-25,1985.11,1.8882
2010-10-26,1985.13,1.8760
2010-10-27,1980.05,1.8633
2010-10-28,1982.45,1.8728
2010-10-29,1981.59,1.8831
2010-11-01,1983.47,1.8795
2010-11-02,1998.86,1.8851
2010-11-03,2006.58,1.8879
2010-11-04,2045.62,1.9012
2010-11-05,2053.77,1.8943
2010-11-08,2049.69,1.8915
2010-11-09,2033.85,1.8744
2010-11-10,2043.16,1.8849
2010-11-12,2010.57,1.8612
2010-11-15,2008.25,1.8341
2010-11-16,1976.26,1.8536
2010-11-17,1977.00,1.8473
2010-11-18,2007.38,1.8440
2010-11-19,2012.59,1.8480
2010-11-22,2009.52,1.8598
2010-11-23,1980.89,1.8643
2010-11-24,2010.56,1.8422
2010-11-26,1996.03,1.8501
2010-11-29,1993.83,1.8579
2010-11-30,1981.84,1.8617
2010-12-01,2024.97,1.8384
2010-12-02,2050.96,1.8341
2010-12-03,2056.40,1.8320
2010-12-06,2053.80,1.8429
